m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Сергій,Лебедь,serhiy.lebed26@student.org,1989,7,14,QMR-88,26.56,38(068)10-82-794
Григорій,Панченко,hryhoriy.panchenko3@student.org,1972,9,4,QDA-23,87.65,38(099)20-92-657
Ігор,Захарченко,ihor.zakharchenko33@student.org,1959,12,18,NOB-60,69.64,38(093)97-96-507
Тетяна,Кузьменко,tetyana.kuzmenko9@student.org,1988,11,18,UMH-63,69.72,38(096)61-33-814
Петро,Ковальчук,petro.kovalchuk16@student.org,1980,9,8,ONR-44,55.96,38(066)10-74-125
Юрій,Марченко,yuriy.marchenko35@student.org,1986,7,4,RSZ-66,56.12,38(067)73-92-747
Станіслав,Новік,stanislav.novik50@student.org,2009,5,16,JSY-75,58.8,38(067)86-76-659
Юрій,Романенко,yuriy.romanenko14@student.org,2008,4,3,ZSP-56,92.89,38(098)98-38-664
Василь,Козлов,vasyl.kozlov13@student.org,1974,3,21,OCB-38,94.81,38(050)74-60-770
Ірина,Демченко,iryna.demchenko12@student.org,1992,3,21,IHT-89,10.35,38(095)78-78-506
Анна,Омельченко,anna.omelchenko14@student.org,1999,7,17,UAK-28,19.83,38(073)14-14-802
Вікторія,Коваленко,viktoriya.kovalenko13@student.org,1959,9,16,ENL-15,97.38,38(099)74-95-949
Ірина,Ткаченко,iryna.tkachenko12@student.org,1963,5,29,MYB-15,57.99,38(068)57-25-688
Андрій,Марченко,andriy.marchenko17@student.org,1960,6,7,WRR-34,65.27,38(063)37-56-493
Оксана,Стельмах,oksana.stelmakh11@student.org,2006,10,27,JWF-94,59.37,38(050)87-15-500
Остап,Гордієнко,ostap.hordiyenko3@student.org,1992,11,14,GCP-63,88.5,38(068)62-27-629
Анна,Ковальчук,anna.kovalchuk14@student.org,2008,2,1,WDM-93,53.4,38(098)84-17-701
Віталій,Литвин,vitaliy.lytvyn4@student.org,1950,6,23,BPE-62,57.38,38(096)57-91-360
Тарас,Бойко,taras.boyko4@student.org,1982,4,20,XZQ-35,53.84,38(073)41-28-222
Тетяна,Авраменко,tetyana.avramenko32@student.org,2010,8,2,QDI-78,99.06,38(099)80-18-409
Євгенія,Романенко,yevheniya.romanenko13@student.org,1951,6,1,YLV-97,74.56,38(099)72-48-941
Василь,Захарченко,vasyl.zakharchenko4@student.org,1954,12,9,HQD-15,8.97,38(098)12-75-263
Оксана,Ткаченко,oksana.tkachenko25@student.org,1998,8,26,BQN-15,82.08,38(096)46-43-320
Лариса,Гладко,larysa.hladko1@student.org,2001,11,9,LUG-40,14.43,38(096)96-30-947
Сергій,Гриценко,serhiy.hrytsenko6@student.org,2003,2,24,GWP-65,21.63,38(050)21-10-683
Вера,Литвин,vera.lytvyn26@student.org,1978,6,6,YBJ-70,65.18,38(099)81-46-226
Станіслав,Дорошенко,stanislav.doroshenko14@student.org,1997,12,22,EWD-30,42.03,38(067)29-72-137
Павло,Рибак,pavlo.rybak18@student.org,2009,3,10,XTG-58,50.14,38(097)91-33-426
Артем,Шевчук,artem.shevchuk20@student.org,1999,6,11,XLO-76,66.83,38(066)85-17-107
Юлія,Білоус,yuliya.bilous28@student.org,2002,6,7,MLI-89,58.26,38(097)13-75-448
Валентина,Мельник,valentyna.melnyk13@student.org,1959,10,18,HYH-48,91.63,38(095)84-22-226
Надія,Гриценко,nadiya.hrytsenko20@student.org,1966,5,7,XEW-63,75.28,38(066)42-56-886
Олена,Мельник,olena.melnyk11@student.org,1983,6,18,CXY-75,36.11,38(063)57-20-768
Віталій,Костенко,vitaliy.kostenko17@student.org,1956,12,2,UCZ-59,3.12,38(096)14-38-305
Галина,Новік,halyna.novik26@student.org,1965,1,30,DYJ-66,10.73,38(050)81-31-354
Людмила,Кузьменко,lyudmyla.kuzmenko34@student.org,1978,7,7,WMA-83,16.92,38(073)50-94-986
Василь,Бойко,vasyl.boyko1@student.org,1996,6,16,DON-86,91.33,38(067)98-68-903
Віктор,Білоус,viktor.bilous25@student.org,1986,11,18,TMZ-52,4.74,38(073)51-23-539
Михайло,Гончаренко,mykhaylo.honcharenko17@student.org,1981,5,31,ZQM-99,38.72,38(050)52-47-983
Артем,Гордієнко,artem.hordiyenko16@student.org,1982,8,12,CJO-50,62.77,38(063)10-56-782
Тетяна,Гайдук,tetyana.hayduk12@student.org,1952,10,20,GTB-82,4.66,38(098)77-33-135
Павло,Гайдук,pavlo.hayduk30@student.org,1992,7,5,XMS-50,91.08,38(098)27-25-664
Михайло,Романенко,mykhaylo.romanenko16@student.org,1950,7,2,LOW-80,41.54,38(097)43-71-631
Дмитро,Коваль,dmytro.koval45@student.org,1998,4,21,QXW-81,41.08,38(095)35-93-469
Віктор,Коваленко,viktor.kovalenko41@student.org,1992,1,19,BZX-35,32.26,38(099)30-31-419
Артем,Мельник,artem.melnyk44@student.org,1993,8,19,CGC-18,64.91,38(095)34-28-659
Роман,Кузьменко,roman.kuzmenko19@student.org,2006,2,6,EZK-31,64.72,38(066)77-77-526
Сергій,Зайцев,serhiy.zaytsev16@student.org,1978,12,8,ZQV-93,35.89,38(063)22-11-901
Ігор,Михайленко,ihor.mykhaylenko9@student.org,1960,4,23,SZO-28,75.69,38(067)30-74-248
Василь,Бойко,vasyl.boyko5@student.org,1964,12,15,LQS-11,45.6,38(096)27-52-657
Наталія,Білоус,nataliya.bilous31@student.org,1952,3,17,YDE-50,26.66,38(050)54-45-633
Вікторія,Марченко,viktoriya.marchenko26@student.org,1951,10,9,OVJ-46,81.97,38(050)53-38-184
Андрій,Костенко,andriy.kostenko6@student.org,2000,10,1,YQT-40,50.61,38(097)68-28-646
Лариса,Лисенко,larysa.lysenko39@student.org,1995,11,21,SEE-82,62.5,38(097)66-32-209
Віктор,Гончаренко,viktor.honcharenko27@student.org,2004,11,14,PLV-48,90.25,38(066)65-11-415
Світлана,Дорошенко,svitlana.doroshenko33@student.org,1963,7,19,EBF-98,33.16,38(096)19-64-902
Раїса,Шаповал,rayisa.shapoval@student.org,1970,2,13,VKY-23,99.5,38(093)92-19-234
Станіслав,Білоус,stanislav.bilous29@student.org,2008,1,22,TCE-54,85.45,38(073)27-39-374
Юрій,Руденко,yuriy.rudenko39@student.org,1963,5,30,VMP-85,79.82,38(067)92-43-556
Олена,Гайдук,olena.hayduk31@student.org,1955,9,9,CVZ-48,57.15,38(068)67-86-800
Роман,Савченко,roman.savchenko38@student.org,1967,1,6,KPB-47,29.26,38(097)58-69-694
Сергій,Панченко,serhiy.panchenko27@student.org,1991,7,23,XXY-69,30.13,38(067)58-49-823
Володимир,Демченко,volodymyr.demchenko10@student.org,1980,7,26,GAK-47,53.9,38(067)16-96-653
Галина,Козлов,halyna.kozlov24@student.org,1952,11,11,TWM-33,98.31,38(095)39-62-812
Сергій,Литвин,serhiy.lytvyn26@student.org,2002,1,4,WKR-15,9.34,38(095)35-49-598
Лілія,Новік,liliya.novik35@student.org,1995,12,27,GQF-41,21.82,38(063)39-98-257
Марія,Дорошенко,mariya.doroshenko36@student.org,1995,1,3,YVT-46,94.84,38(068)54-95-118
Марія,Омельченко,mariya.omelchenko2@student.org,1989,7,15,DSB-37,39.98,38(095)11-98-284
Вікторія,Білоус,viktoriya.bilous24@student.org,1964,4,17,SOT-76,28.52,38(066)27-71-926
Інна,Гордієнко,inna.hordiyenko17@student.org,1975,8,6,MVT-19,86.26,38(073)95-18-761
Григорій,Скрипка,hryhoriy.skrypka5@student.org,1966,10,4,XKE-48,36.14,38(066)30-87-244
Олександр,Павленко,oleksandr.pavlenko8@student.org,1967,11,29,EQG-67,29.21,38(050)23-42-707
Раїса,Коваль,rayisa.koval27@student.org,1983,1,23,THS-70,19.4,38(068)55-43-682
Станіслав,Марченко,stanislav.marchenko9@student.org,1987,2,20,GET-69,14.81,38(063)26-40-764
Денис,Ковальчук,denys.kovalchuk16@student.org,1970,11,14,KZP-41,31.69,38(063)41-78-985
Ігор,Коваль,ihor.koval32@student.org,2003,9,1,SDE-69,21.39,38(097)87-67-717
Іван,Дорошенко,ivan.doroshenko15@student.org,1996,6,27,CNR-35,29.09,38(050)55-45-370
Андрій,Никоненко,andriy.nykonenko20@student.org,2009,5,27,RTW-75,76.37,38(068)83-76-811
Людмила,Ковальчук,lyudmyla.kovalchuk7@student.org,1969,1,6,BLG-29,31.14,38(067)66-59-813
Галина,Василенко,halyna.vasylenko19@student.org,2008,1,29,CHH-90,15.1,38(097)66-27-635
Вікторія,Петренко,viktoriya.petrenko18@student.org,1975,1,12,TTB-62,75.54,38(098)17-74-962
Оксана,Демченко,oksana.demchenko1@student.org,1954,8,4,GMO-56,70.93,38(063)36-28-670
Віктор,Лисенко,viktor.lysenko11@student.org,1964,8,1,NAK-53,11.1,38(098)98-57-868
Любов,Король,lyubov.korol37@student.org,2004,12,20,ZRB-31,11.83,38(096)93-31-120
Віталій,Ковальчук,vitaliy.kovalchuk36@student.org,1989,8,10,IXU-95,33.45,38(096)22-62-423
Ігор,Василенко,ihor.vasylenko9@student.org,1980,6,18,GOO-70,17.29,38(068)61-79-548
Лариса,Кузьменко,larysa.kuzmenko20@student.org,1996,7,20,XWO-72,60.86,38(097)17-21-233
Раїса,Лебедь,rayisa.lebed20@student.org,1963,7,1,PRZ-76,11.47,38(068)71-72-388
Сергій,Дорошенко,serhiy.doroshenko33@student.org,1952,5,20,TXP-48,39.9,38(068)27-98-590
Петро,Коваленко,petro.kovalenko15@student.org,1955,4,23,VPR-18,85.78,38(063)96-60-803
Надія,Панченко,nadiya.panchenko33@student.org,2008,2,21,DLN-14,92.33,38(067)20-42-542
Федір,Василенко,fedir.vasylenko31@student.org,1992,1,2,ZUV-41,79.51,38(099)27-14-211
Юрій,Руденко,yuriy.rudenko25@student.org,1961,10,24,WGQ-95,92.77,38(095)52-67-367
Богдан,Савченко,bohdan.savchenko1@student.org,1988,6,10,TSW-22,13.04,38(097)73-29-290
Костянтин,Поліщук,kostyantyn.polishchuk@student.org,1977,8,21,WMT-69,82.48,38(063)91-64-891
Марія,Білоус,mariya.bilous15@student.org,1968,9,21,VPJ-53,58.34,38(095)19-20-312
Надія,Шаповал,nadiya.shapoval29@student.org,1957,12,18,EZY-88,96.4,38(063)28-45-447
Ганна,Василенко,hanna.vasylenko@student.org,1972,12,29,UOK-28,69.05,38(098)17-70-481
Вікторія,Білоус,viktoriya.bilous37@student.org,1955,9,18,MMW-60,59.35,38(096)56-64-894
Денис,Михайленко,denys.mykhaylenko18@student.org,1985,5,23,VVK-45,60.0,38(068)27-94-470
Артем,Никоненко,artem.nykonenko18@student.org,1996,6,13,VQM-71,0.44,38(063)79-73-634
Вікторія,Кравченко,viktoriya.kravchenko10@student.org,1983,9,18,EGV-16,30.81,38(067)84-20-350
Василь,Марченко,vasyl.marchenko30@student.org,1959,11,22,RMP-28,9.85,38(099)40-18-165
Ігор,Коваль,ihor.koval15@student.org,2006,4,27,PII-44,63.18,38(097)84-73-780
Олександр,Гончаренко,oleksandr.honcharenko25@student.org,1998,4,11,QDF-53,97.3,38(066)38-30-662
Павло,Король,pavlo.korol19@student.org,2006,8,10,UYU-11,72.71,38(068)37-67-524
Юрій,Дорошенко,yuriy.doroshenko4@student.org,1956,6,18,BXF-92,90.77,38(099)62-35-450
Михайло,Поліщук,mykhaylo.polishchuk9@student.org,1982,2,27,FNL-46,18.44,38(068)62-10-341
Павло,Шевчук,pavlo.shevchuk22@student.org,1993,12,30,ZQB-73,54.24,38(096)19-11-526
Ганна,Бойко,hanna.boyko21@student.org,1980,4,25,AQW-53,24.11,38(097)16-64-357
Галина,Костенко,halyna.kostenko26@student.org,1977,5,20,EVP-88,92.11,38(067)98-38-179
Тарас,Литвин,taras.lytvyn15@student.org,1959,9,18,JFI-53,69.16,38(067)70-82-693
Остап,Поліщук,ostap.polishchuk1@student.org,1976,9,14,LKI-56,35.51,38(093)66-11-417
Ганна,Омельченко,hanna.omelchenko12@student.org,2010,4,17,JYV-76,37.2,38(099)88-75-263
Іван,Демченко,ivan.demchenko1@student.org,1957,12,24,SJT-73,20.4,38(098)76-24-549
Надія,Іваненко,nadiya.ivanenko38@student.org,1986,11,16,OEY-65,80.03,38(050)53-34-577
Катерина,Литвин,kateryna.lytvyn18@student.org,1954,8,24,LQU-46,19.97,38(068)84-85-914
Вера,Омельченко,vera.omelchenko8@student.org,1993,12,7,TGW-21,47.32,38(095)43-77-628
Вікторія,Лисенко,viktoriya.lysenko34@student.org,1974,6,6,YCJ-16,97.6,38(099)73-92-215
Надія,Зайцев,nadiya.zaytsev27@student.org,1984,4,2,PWO-81,0.59,38(066)93-89-783
Тетяна,Іваненко,tetyana.ivanenko5@student.org,1961,7,20,AZX-78,84.29,38(093)77-60-276
Тетяна,Дорошенко,tetyana.doroshenko1@student.org,2010,11,29,JTW-97,13.3,38(097)41-88-312
Раїса,Шевчук,rayisa.shevchuk13@student.org,1958,9,19,SXB-85,75.5,38(067)66-31-716
Наталія,Зайцев,nataliya.zaytsev30@student.org,2010,10,16,XCB-36,17.16,38(093)64-61-792
Олександр,Новік,oleksandr.novik@student.org,1973,8,29,ZRS-78,87.6,38(066)34-19-579
Катерина,Рибак,kateryna.rybak30@student.org,1972,5,18,OGM-36,97.22,38(093)18-99-649
Тарас,Поліщук,taras.polishchuk34@student.org,1987,12,27,JUR-49,36.43,38(099)81-44-712
Алла,Шевчук,alla.shevchuk38@student.org,1990,7,6,MKO-42,41.11,38(095)17-73-744
Євгенія,Козлов,yevheniya.kozlov41@student.org,1979,11,28,DKC-39,48.87,38(098)11-50-876
Віталій,Коваль,vitaliy.koval28@student.org,2000,2,19,HPR-38,21.96,38(099)93-47-249
Денис,Рибак,denys.rybak17@student.org,1989,10,26,WLK-34,97.44,38(067)46-33-460
Валентина,Кравченко,valentyna.kravchenko25@student.org,1961,9,5,FLS-64,16.36,38(067)88-14-694
Костянтин,Гайдук,kostyantyn.hayduk7@student.org,1978,10,16,GOO-70,72.82,38(050)62-48-305
Тарас,Захарченко,taras.zakharchenko10@student.org,1998,5,4,XJN-58,90.63,38(099)19-18-778
Роман,Гордієнко,roman.hordiyenko9@student.org,1968,5,7,XLU-63,14.5,38(098)69-77-707
Вікторія,Романенко,viktoriya.romanenko6@student.org,1979,11,10,VUN-49,71.23,38(050)43-35-525
Олеся,Захарченко,olesya.zakharchenko30@student.org,1977,2,27,YXU-87,81.71,38(063)41-49-511
Тарас,Коваль,taras.koval22@student.org,1961,5,2,EIS-46,78.56,38(068)91-82-711
Світлана,Скрипка,svitlana.skrypka29@student.org,1987,8,17,CYW-13,59.16,38(098)97-69-602
Марія,Стельмах,mariya.stelmakh28@student.org,1996,8,24,WGX-93,27.99,38(050)24-71-632
Володимир,Романенко,volodymyr.romanenko13@student.org,1994,7,30,ZYY-37,33.97,38(096)81-24-156
Павло,Костенко,pavlo.kostenko21@student.org,2006,6,3,ZKJ-28,49.47,38(063)61-74-655
Інна,Гончаренко,inna.honcharenko4@student.org,1952,11,4,ZUK-89,71.02,38(093)58-71-456
Юлія,Гриценко,yuliya.hrytsenko11@student.org,1985,1,31,LDV-82,40.77,38(093)14-57-695
Денис,Гордієнко,denys.hordiyenko4@student.org,1994,9,4,HAP-24,32.16,38(097)79-38-430
Роман,Панченко,roman.panchenko24@student.org,1985,7,8,RXA-78,57.12,38(099)59-43-957
Юрій,Руденко,yuriy.rudenko26@student.org,1989,5,12,RMB-63,13.87,38(098)15-42-213
Ярослав,Авраменко,yaroslav.avramenko11@student.org,1981,6,25,WYP-81,73.71,38(097)82-48-753
Костянтин,Марченко,kostyantyn.marchenko12@student.org,1978,5,6,QCT-80,66.45,38(096)33-17-818
Інна,Новік,inna.novik28@student.org,1953,7,3,AWK-54,70.74,38(093)20-30-339
Алла,Мельник,alla.melnyk30@student.org,1963,5,4,XMS-50,89.88,38(063)53-25-923
Олеся,Білоус,olesya.bilous31@student.org,1965,11,9,VQS-43,96.23,38(063)18-46-176
Лілія,Шевчук,liliya.shevchuk13@student.org,1978,2,23,KYR-44,13.42,38(095)10-47-366
Павло,Василенко,pavlo.vasylenko27@student.org,1996,5,31,VGZ-43,10.24,38(098)90-69-577
Любов,Коваленко,lyubov.kovalenko17@student.org,1988,8,20,WIF-81,15.38,38(098)33-50-138
Алла,Гайдук,alla.hayduk34@student.org,1962,11,26,UER-90,62.02,38(097)56-64-679
Лариса,Ковальчук,larysa.kovalchuk5@student.org,2001,8,12,HKY-86,84.28,38(063)23-21-327
Вера,Коваленко,vera.kovalenko8@student.org,1970,10,28,GYF-14,71.45,38(098)15-47-767
Любов,Левченко,lyubov.levchenko27@student.org,2008,9,24,RHT-52,32.26,38(098)87-25-511
Григорій,Савченко,hryhoriy.savchenko33@student.org,1956,11,15,TTE-46,69.19,38(050)79-36-401
Юрій,Панченко,yuriy.panchenko7@student.org,1968,1,27,MRR-86,0.16,38(068)65-70-478
Михайло,Стельмах,mykhaylo.stelmakh12@student.org,1956,11,18,YXU-80,2.07,38(099)63-77-508
Вера,Омельченко,vera.omelchenko6@student.org,1967,7,18,VUG-62,96.42,38(067)73-60-441
Петро,Гладко,petro.hladko9@student.org,1955,9,2,IKX-12,21.05,38(098)52-56-769
Ігор,Василенко,ihor.vasylenko25@student.org,2005,4,14,WWQ-97,69.47,38(095)80-77-735
Анна,Романенко,anna.romanenko36@student.org,1960,7,12,DHS-86,45.48,38(067)51-72-104
Костянтин,Панченко,kostyantyn.panchenko2@student.org,1951,7,3,JLT-49,95.57,38(093)64-92-254
Іван,Савченко,ivan.savchenko46@student.org,1984,10,15,AQC-61,8.2,38(050)57-30-180
Інна,Коваль,inna.koval@student.org,1979,11,17,SUW-14,96.75,38(097)42-29-102
Роман,Павленко,roman.pavlenko2@student.org,1970,6,17,UMH-90,89.16,38(067)45-44-386
Юлія,Савченко,yuliya.savchenko37@student.org,1954,1,3,VWL-62,99.91,38(050)25-56-572
Валентина,Павленко,valentyna.pavlenko27@student.org,1986,11,27,RID-11,85.24,38(097)33-82-123
Віктор,Кузьменко,viktor.kuzmenko15@student.org,1968,2,5,EFL-51,28.81,38(063)96-79-804
Андрій,Никоненко,andriy.nykonenko2@student.org,1992,11,12,NRA-83,2.34,38(063)40-49-739
Богдан,Гриценко,bohdan.hrytsenko17@student.org,1968,1,6,BFD-66,83.12,38(099)17-51-686
Галина,Кузьменко,halyna.kuzmenko36@student.org,1972,2,27,IDG-60,79.34,38(066)20-32-422
Ярослав,Гончаренко,yaroslav.honcharenko30@student.org,1991,10,15,JXG-42,98.2,38(066)50-93-891
Алла,Никоненко,alla.nykonenko8@student.org,1975,8,17,YBJ-70,87.08,38(068)55-30-248
Сергій,Бойко,serhiy.boyko27@student.org,2008,2,9,HKF-67,6.91,38(066)59-19-767
Раїса,Панченко,rayisa.panchenko@student.org,1989,3,17,LKZ-76,7.0,38(098)94-42-676
Ганна,Демченко,hanna.demchenko1@student.org,1991,3,3,RLZ-14,80.98,38(096)36-50-890
Максим,Гриценко,maksym.hrytsenko16@student.org,1997,9,6,CGV-49,88.63,38(073)83-72-885
Олена,Романенко,olena.romanenko11@student.org,1961,8,19,ALS-71,73.37,38(097)12-18-131
Федір,Мельник,fedir.melnyk24@student.org,1953,4,24,CPL-35,40.54,38(068)97-79-365
Анна,Новік,anna.novik32@student.org,1951,7,28,HFI-96,4.04,38(095)48-87-199
Алла,Король,alla.korol36@student.org,2003,9,17,LFF-89,58.2,38(096)38-22-721
Галина,Лебедь,halyna.lebed24@student.org,1974,1,24,ZUK-89,77.15,38(099)19-49-132
Іван,Шевчук,ivan.shevchuk13@student.org,2005,10,16,NGD-30,9.23,38(066)55-33-536
Віталій,Макаренко,vitaliy.makarenko15@student.org,1970,11,7,ZUU-40,29.21,38(098)82-63-454
Анна,Рибак,anna.rybak16@student.org,1998,12,6,XLD-74,56.87,38(095)75-32-334
Наталія,Гордієнко,nataliya.hordiyenko25@student.org,1989,4,27,SHC-50,90.21,38(063)64-39-199
Оксана,Шевчук,oksana.shevchuk33@student.org,1950,6,29,TSF-16,73.57,38(068)28-89-537
Артем,Гончаренко,artem.honcharenko1@student.org,1974,7,27,UIQ-41,30.68,38(068)75-68-924
Віталій,Новік,vitaliy.novik14@student.org,1952,1,4,HRF-71,76.95,38(099)79-42-363
Галина,Кузьменко,halyna.kuzmenko2@student.org,1960,6,15,SQF-42,78.0,38(073)31-23-225
Максим,Новік,maksym.novik16@student.org,1961,1,29,GZM-18,1.18,38(073)39-42-698
Лариса,Козлов,larysa.kozlov22@student.org,1999,7,26,IIS-54,20.53,38(068)18-60-968
Інна,Макаренко,inna.makarenko43@student.org,1955,10,1,EGC-44,66.84,38(095)83-29-880
Юлія,Демченко,yuliya.demchenko33@student.org,1973,2,6,XZI-89,24.86,38(063)65-55-625
Ганна,Левченко,hanna.levchenko42@student.org,1997,7,1,YZZ-53,88.26,38(096)47-86-522
Іван,Павленко,ivan.pavlenko27@student.org,1985,2,19,IPQ-50,37.29,38(096)42-76-546
Галина,Михайленко,halyna.mykhaylenko28@student.org,2007,2,5,WUB-75,79.85,38(097)87-53-464
Ігор,Петренко,ihor.petrenko11@student.org,1959,1,26,SCK-11,64.83,38(063)33-77-463
Ганна,Кузьменко,hanna.kuzmenko14@student.org,2004,2,5,OUP-47,95.14,38(093)21-19-838
Володимир,Бойко,volodymyr.boyko36@student.org,1963,8,5,DJK-48,29.41,38(067)93-47-762
Валентина,Костенко,valentyna.kostenko18@student.org,1967,11,28,VFU-77,19.32,38(066)79-63-138
Світлана,Гончаренко,svitlana.honcharenko14@student.org,1993,10,15,GQB-11,75.11,38(073)68-68-910
Богдан,Никоненко,bohdan.nykonenko15@student.org,1952,12,19,IYI-39,21.17,38(095)87-66-803
Юлія,Ковальчук,yuliya.kovalchuk32@student.org,1956,9,13,QEK-32,3.08,38(096)11-85-218
Раїса,Зайцев,rayisa.zaytsev17@student.org,1987,11,18,VEU-58,80.14,38(073)75-56-215
Алла,Михайленко,alla.mykhaylenko11@student.org,1986,8,30,MGL-15,0.45,38(097)55-42-756
Алла,Шевченко,alla.shevchenko17@student.org,1980,10,2,HEQ-64,57.47,38(095)67-54-833
Костянтин,Мельник,kostyantyn.melnyk8@student.org,1984,5,23,OAA-49,9.09,38(073)27-68-537
Сергій,Лебедь,serhiy.lebed40@student.org,1951,2,2,FBC-33,38.56,38(096)67-83-381
Володимир,Захарченко,volodymyr.zakharchenko22@student.org,1963,10,20,QDZ-87,62.99,38(097)43-43-518
Богдан,Омельченко,bohdan.omelchenko36@student.org,1981,6,18,LKZ-76,46.74,38(096)15-20-504
Катерина,Романенко,kateryna.romanenko13@student.org,2002,4,19,OOA-51,4.32,38(096)74-38-396
Станіслав,Макаренко,stanislav.makarenko1@student.org,1971,7,19,CBK-98,60.09,38(095)39-13-568
Галина,Король,halyna.korol31@student.org,2005,5,9,RQY-16,85.69,38(063)34-55-361
Роман,Савченко,roman.savchenko4@student.org,2000,11,6,IWC-14,21.79,38(066)80-85-236
Тетяна,Дорошенко,tetyana.doroshenko18@student.org,1985,1,9,EZW-84,79.94,38(095)90-67-172
Роман,Шаповал,roman.shapoval38@student.org,1980,11,9,NPR-51,71.56,38(066)87-57-948
Наталія,Коваль,nataliya.koval33@student.org,1983,10,30,NRN-20,33.03,38(097)82-97-171
Тетяна,Ткаченко,tetyana.tkachenko26@student.org,1953,3,27,HCN-72,77.8,38(095)31-11-231
Ірина,Марченко,iryna.marchenko18@student.org,1956,3,7,RQI-11,83.03,38(093)54-84-138
Марія,Скрипка,mariya.skrypka32@student.org,1965,3,11,FWL-33,99.14,38(066)60-22-842
Галина,Павленко,halyna.pavlenko26@student.org,2007,3,24,UFI-24,11.51,38(073)31-46-764
Максим,Гончаренко,maksym.honcharenko45@student.org,1989,3,8,RYO-36,29.45,38(098)65-38-833
Артем,Мельник,artem.melnyk1@student.org,1959,1,6,GKD-58,22.48,38(097)91-82-917
Денис,Руденко,denys.rudenko33@student.org,1962,12,2,CSZ-46,16.46,38(098)95-36-686
Володимир,Гончаренко,volodymyr.honcharenko1@student.org,2007,1,9,IMM-69,47.54,38(067)70-46-691
Любов,Макаренко,lyubov.makarenko36@student.org,1990,10,1,FJD-92,42.4,38(067)10-69-983
Тарас,Михайленко,taras.mykhaylenko25@student.org,1956,3,27,IRD-30,91.6,38(050)89-25-777
Світлана,Авраменко,svitlana.avramenko30@student.org,1966,12,14,ADN-74,74.67,38(050)57-34-236
Петро,Лебедь,petro.lebed11@student.org,1997,12,24,JVD-39,18.19,38(096)68-17-194
Любов,Михайленко,lyubov.mykhaylenko28@student.org,1963,9,16,YON-81,57.94,38(096)62-59-440
Станіслав,Коваленко,stanislav.kovalenko6@student.org,2003,4,11,WLZ-62,29.59,38(096)44-30-414
Дмитро,Кравченко,dmytro.kravchenko20@student.org,1982,4,17,VQS-43,75.83,38(050)79-20-709
Богдан,Костенко,bohdan.kostenko10@student.org,1954,6,17,YBH-23,76.74,38(073)58-85-327
Костянтин,Ковальчук,kostyantyn.kovalchuk15@student.org,1988,4,8,FRW-92,49.78,38(050)49-99-264
Григорій,Марченко,hryhoriy.marchenko@student.org,1980,7,29,WBW-66,63.25,38(068)73-58-909
Світлана,Дорошенко,svitlana.doroshenko10@student.org,2003,5,17,AAQ-98,54.83,38(063)80-72-346
Григорій,Гончаренко,hryhoriy.honcharenko7@student.org,1955,6,2,CRH-38,97.2,38(066)81-93-165
Ірина,Гончаренко,iryna.honcharenko12@student.org,1984,6,29,IKQ-97,88.84,38(099)80-96-718
Федір,Коваль,fedir.koval41@student.org,1998,2,15,CVV-69,28.73,38(093)38-21-826
Роман,Поліщук,roman.polishchuk48@student.org,2009,10,25,AOA-59,18.46,38(068)92-69-775
Сергій,Марченко,serhiy.marchenko33@student.org,1992,12,6,EGG-91,57.54,38(098)56-67-798
Марія,Кравченко,mariya.kravchenko7@student.org,1962,6,30,VQP-78,14.53,38(050)36-13-101
Віктор,Петренко,viktor.petrenko36@student.org,1980,10,17,YVC-11,60.9,38(068)49-73-245
Марія,Левченко,mariya.levchenko12@student.org,1964,11,29,FRL-14,32.74,38(063)26-47-394
Євгенія,Михайленко,yevheniya.mykhaylenko3@student.org,1996,9,5,FHR-78,49.24,38(050)57-92-396
Володимир,Гриценко,volodymyr.hrytsenko4@student.org,2005,12,8,JTT-24,1.65,38(093)46-83-232
Марія,Захарченко,mariya.zakharchenko38@student.org,1991,2,28,GTS-75,26.53,38(098)67-77-354
Юрій,Новік,yuriy.novik45@student.org,1991,1,14,QUM-74,83.07,38(073)74-16-517
Анна,Лебедь,anna.lebed4@student.org,1991,11,19,HQY-57,62.66,38(073)56-14-902
Андрій,Петренко,andriy.petrenko9@student.org,1984,3,12,ZAC-45,78.46,38(095)74-96-569
Роман,Гриценко,roman.hrytsenko90@student.org,1970,9,24,UZN-67,66.76,38(095)36-70-435
Павло,Кузьменко,pavlo.kuzmenko4@student.org,1964,9,11,XTR-34,9.46,38(066)15-49-709
Любов,Литвин,lyubov.lytvyn12@student.org,1959,6,26,BMS-73,80.91,38(063)71-85-576
Дмитро,Коваленко,dmytro.kovalenko25@student.org,1989,5,5,RVS-74,35.49,38(097)67-86-653
Валентина,Гончаренко,valentyna.honcharenko32@student.org,1957,5,2,DZM-24,14.44,38(067)26-37-250
Денис,Дорошенко,denys.doroshenko3@student.org,1952,6,13,XES-13,76.53,38(099)69-54-546
Сергій,Костенко,serhiy.kostenko27@student.org,1986,12,29,IYJ-53,12.98,38(095)20-44-320
Світлана,Авраменко,svitlana.avramenko12@student.org,1977,4,19,SKS-36,98.73,38(067)82-64-401
Валентина,Цимбал,valentyna.tsymbal10@student.org,1976,8,13,WUB-75,77.04,38(073)20-69-673
