m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Олеся,Лебедь,olesya.lebed34@student.org,1969,7,24,ZCK-84,84.19,38(073)39-24-238
Тарас,Гордієнко,taras.hordiyenko35@student.org,1993,12,1,LOX-39,30.45,38(063)50-32-255
Василь,Ткаченко,vasyl.tkachenko34@student.org,1986,6,24,UXJ-81,55.51,38(096)52-77-130
Алла,Коваль,alla.koval30@student.org,1989,8,13,SCG-75,47.45,38(093)94-11-608
Денис,Руденко,denys.rudenko17@student.org,1989,5,21,DXM-10,44.48,38(073)14-87-568
Костянтин,Шевчук,kostyantyn.shevchuk45@student.org,1986,2,9,QYI-73,11.09,38(066)74-42-420
Тетяна,Костенко,tetyana.kostenko19@student.org,1963,3,30,BHV-24,24.02,38(068)18-67-526
Роман,Литвин,roman.lytvyn1@student.org,1986,3,3,XEX-98,7.15,38(093)32-66-160
Федір,Мельник,fedir.melnyk8@student.org,1982,12,28,SOV-93,42.35,38(050)67-96-895
Федір,Панченко,fedir.panchenko4@student.org,1994,6,14,JNO-79,30.78,38(096)80-57-416
Андрій,Ковальчук,andriy.kovalchuk10@student.org,1965,12,25,DXM-10,45.32,38(096)78-53-996
Ірина,Іваненко,iryna.ivanenko17@student.org,1959,5,2,TLU-87,61.72,38(073)80-22-546
Надія,Литвин,nadiya.lytvyn30@student.org,1951,2,3,OUM-69,82.71,38(067)49-29-774
Олена,Авраменко,olena.avramenko1@student.org,1972,5,7,KFJ-78,66.22,38(093)95-62-891
Петро,Король,petro.korol20@student.org,1958,5,10,TEN-97,3.24,38(097)79-17-209
Вікторія,Костенко,viktoriya.kostenko14@student.org,1995,3,15,FBC-33,6.51,38(097)52-33-270
Павло,Гордієнко,pavlo.hordiyenko25@student.org,1966,5,25,IAP-12,72.9,38(095)24-55-844
Роман,Авраменко,roman.avramenko73@student.org,1965,12,9,SDR-95,0.83,38(097)52-60-916
Наталія,Дорошенко,nataliya.doroshenko38@student.org,1958,1,29,JQQ-18,93.5,38(093)88-23-241
Євгенія,Гладко,yevheniya.hladko31@student.org,2006,7,16,QTW-69,48.5,38(093)32-67-528
Богдан,Зайцев,bohdan.zaytsev2@student.org,1987,8,29,IKQ-97,54.16,38(096)28-60-747
Ірина,Василенко,iryna.vasylenko5@student.org,1960,3,26,CYX-11,76.76,38(066)68-82-115
Лілія,Ковальчук,liliya.kovalchuk3@student.org,1995,4,16,MUW-51,35.81,38(095)78-27-462
Роман,Гайдук,roman.hayduk5@student.org,2010,6,13,MBD-43,98.13,38(093)48-41-861
Віктор,Коваленко,viktor.kovalenko39@student.org,2010,11,19,IHT-89,86.45,38(095)96-67-880
Ганна,Лисенко,hanna.lysenko24@student.org,1973,8,27,YYI-14,52.57,38(098)72-76-130
Остап,Никоненко,ostap.nykonenko14@student.org,1976,7,26,JUN-56,93.23,38(063)20-78-999
Любов,Гордієнко,lyubov.hordiyenko34@student.org,1984,12,15,KPG-93,67.87,38(098)98-21-733
Наталія,Поліщук,nataliya.polishchuk4@student.org,2005,9,4,AEK-85,41.98,38(093)45-24-545
Петро,Костенко,petro.kostenko@student.org,1982,7,23,OVF-62,94.56,38(067)45-35-348
Олександр,Руденко,oleksandr.rudenko22@student.org,1956,5,4,KNI-55,52.31,38(095)63-23-846
Любов,Кузьменко,lyubov.kuzmenko7@student.org,1962,6,22,CRV-76,54.04,38(068)21-45-146
Роман,Михайленко,roman.mykhaylenko62@student.org,1998,12,3,IDC-38,53.52,38(093)93-53-212
Юлія,Ковальчук,yuliya.kovalchuk31@student.org,2009,10,3,VJH-55,22.86,38(068)16-22-899
Олена,Никоненко,olena.nykonenko12@student.org,2003,7,28,ZUV-41,75.34,38(095)59-27-169
Роман,Павленко,roman.pavlenko28@student.org,1955,8,2,MGB-68,78.46,38(093)25-68-461
Оксана,Левченко,oksana.levchenko21@student.org,1983,11,26,NGG-22,31.7,38(095)42-44-366
Максим,Захарченко,maksym.zakharchenko33@student.org,1956,7,13,FKG-58,0.04,38(095)74-14-495
Костянтин,Руденко,kostyantyn.rudenko23@student.org,1968,2,27,IDD-87,62.01,38(073)96-88-381
Анна,Кравченко,anna.kravchenko1@student.org,1966,12,8,ZKX-53,20.49,38(068)55-19-450
Людмила,Кузьменко,lyudmyla.kuzmenko@student.org,2004,9,16,PTJ-45,47.72,38(068)63-72-578
Катерина,Мельник,kateryna.melnyk44@student.org,1956,2,20,CZC-63,45.69,38(067)16-16-425
Олександр,Шаповал,oleksandr.shapoval1@student.org,1950,3,29,RXR-62,48.73,38(096)89-38-410
Віталій,Новік,vitaliy.novik7@student.org,1955,1,28,JSV-48,17.83,38(095)57-32-141
Наталія,Коваленко,nataliya.kovalenko36@student.org,1952,1,5,POZ-93,39.96,38(097)62-24-612
Катерина,Захарченко,kateryna.zakharchenko13@student.org,1998,3,29,VAO-63,99.2,38(067)78-65-422
Олеся,Литвин,olesya.lytvyn18@student.org,2004,11,18,ZGX-32,38.74,38(096)10-39-406
Роман,Омельченко,roman.omelchenko62@student.org,1965,4,7,EBW-43,10.92,38(099)81-38-562
Юрій,Литвин,yuriy.lytvyn23@student.org,1991,11,13,IHA-49,22.64,38(073)26-60-502
Олександр,Павленко,oleksandr.pavlenko9@student.org,1991,7,7,CTC-32,18.67,38(098)57-41-849
Марія,Зайцев,mariya.zaytsev19@student.org,2000,9,8,NBS-98,4.64,38(097)71-26-220
Тетяна,Стельмах,tetyana.stelmakh30@student.org,1951,10,19,MNV-48,83.66,38(068)58-31-570
Роман,Панченко,roman.panchenko11@student.org,1971,11,8,VJG-94,79.0,38(073)64-31-804
Станіслав,Кравченко,stanislav.kravchenko30@student.org,1970,4,11,VVA-57,36.3,38(067)76-69-455
Костянтин,Поліщук,kostyantyn.polishchuk32@student.org,1977,8,3,GYI-76,54.49,38(068)24-62-247
Алла,Шевченко,alla.shevchenko17@student.org,1980,10,2,HEQ-64,57.47,38(095)67-54-833
Богдан,Лебедь,bohdan.lebed1@student.org,1957,12,12,GGP-43,78.24,38(096)71-11-659
Денис,Рибак,denys.rybak41@student.org,1994,6,30,MDB-13,89.74,38(067)88-20-600
Валентина,Коваленко,valentyna.kovalenko1@student.org,1968,9,17,GZB-82,61.3,38(073)52-40-935
Сергій,Руденко,serhiy.rudenko35@student.org,1974,4,3,YPM-16,92.86,38(063)90-92-166
Михайло,Омельченко,mykhaylo.omelchenko4@student.org,2004,5,16,XDN-81,24.68,38(066)46-67-737
Юрій,Авраменко,yuriy.avramenko17@student.org,1995,9,17,XRB-55,64.44,38(097)96-73-779
Ірина,Зайцев,iryna.zaytsev11@student.org,1993,3,2,CQZ-63,1.28,38(067)26-34-342
Андрій,Король,andriy.korol11@student.org,2004,10,22,MHV-86,66.59,38(068)29-79-540
Євгенія,Панченко,yevheniya.panchenko9@student.org,1981,10,13,JKD-11,73.22,38(096)12-64-878
Інна,Дорошенко,inna.doroshenko22@student.org,1968,8,23,ZPU-44,76.81,38(095)93-88-780
Олена,Панченко,olena.panchenko11@student.org,1975,9,12,ZLM-10,94.52,38(068)62-58-830
Лілія,Никоненко,liliya.nykonenko11@student.org,1986,1,15,UXC-57,53.18,38(099)67-40-926
Віталій,Захарченко,vitaliy.zakharchenko37@student.org,1994,11,10,LPG-31,95.06,38(099)26-16-483
Ігор,Ковальчук,ihor.kovalchuk@student.org,1982,7,29,IKC-58,37.55,38(095)77-23-998
Раїса,Зайцев,rayisa.zaytsev21@student.org,1998,5,26,BBB-30,82.64,38(073)19-42-471
Катерина,Білоус,kateryna.bilous9@student.org,1999,8,22,WMR-86,39.33,38(097)49-49-933
Любов,Ковальчук,lyubov.kovalchuk19@student.org,1976,11,10,OQD-14,33.44,38(050)10-25-333
Євгенія,Зайцев,yevheniya.zaytsev33@student.org,2001,8,7,GEN-26,32.56,38(067)47-58-917
Ярослав,Шаповал,yaroslav.shapoval19@student.org,1980,12,10,FGC-14,43.31,38(050)95-79-710
Ігор,Іваненко,ihor.ivanenko5@student.org,1985,10,21,OJX-45,13.31,38(068)90-80-657
Анна,Романенко,anna.romanenko22@student.org,1954,4,24,KGO-40,38.98,38(097)13-46-700
Володимир,Василенко,volodymyr.vasylenko23@student.org,1991,9,21,QTK-28,10.63,38(068)19-61-388
Віктор,Михайленко,viktor.mykhaylenko21@student.org,2010,5,9,ONG-95,47.69,38(093)39-60-680
Галина,Коваль,halyna.koval27@student.org,1962,7,25,PZK-80,68.89,38(095)54-81-871
Павло,Рибак,pavlo.rybak23@student.org,1980,11,14,NOA-52,66.8,38(095)44-70-313
Сергій,Костенко,serhiy.kostenko31@student.org,1982,6,19,LUI-84,89.93,38(063)97-41-233
Петро,Скрипка,petro.skrypka22@student.org,1998,3,29,MVA-13,12.87,38(068)10-32-596
Оксана,Мельник,oksana.melnyk38@student.org,1977,3,27,EHX-14,61.39,38(063)55-51-929
Остап,Стельмах,ostap.stelmakh20@student.org,1978,11,16,YPQ-73,46.8,38(099)90-16-140
Олександр,Цимбал,oleksandr.tsymbal18@student.org,1977,6,1,RGT-40,11.28,38(096)98-41-279
Євгенія,Іваненко,yevheniya.ivanenko19@student.org,1986,1,30,EPM-84,19.03,38(073)44-84-624
Алла,Руденко,alla.rudenko16@student.org,1986,11,3,VMY-44,30.38,38(099)81-10-265
Надія,Бойко,nadiya.boyko5@student.org,2006,12,18,OVF-62,36.73,38(097)86-34-474
Сергій,Коваленко,serhiy.kovalenko13@student.org,1996,6,25,KXE-18,54.49,38(096)60-83-870
Юлія,Мельник,yuliya.melnyk22@student.org,1996,1,5,HTN-89,0.85,38(099)30-36-313
Володимир,Поліщук,volodymyr.polishchuk15@student.org,1967,7,30,YHQ-34,92.28,38(096)43-40-426
Олена,Никоненко,olena.nykonenko9@student.org,1991,10,1,DLP-60,59.29,38(096)53-72-633
Лілія,Шевчук,liliya.shevchuk4@student.org,1965,5,3,ZYX-81,98.52,38(095)40-89-923
Світлана,Скрипка,svitlana.skrypka6@student.org,1980,5,13,VFU-77,54.05,38(066)36-78-555
Валентина,Коваленко,valentyna.kovalenko36@student.org,2002,6,17,OAL-14,20.43,38(063)83-13-694
Роман,Панченко,roman.panchenko42@student.org,1979,1,14,LFF-89,51.11,38(063)91-72-986
Сергій,Никоненко,serhiy.nykonenko19@student.org,1979,7,6,COK-52,18.39,38(066)81-73-518
Іван,Савченко,ivan.savchenko34@student.org,1967,10,15,BHV-58,48.65,38(095)44-70-933
Сергій,Коваль,serhiy.koval29@student.org,1975,8,8,JNM-47,30.13,38(099)48-84-870
Остап,Руденко,ostap.rudenko33@student.org,1978,2,2,FCQ-32,61.47,38(093)95-54-300
Юрій,Романенко,yuriy.romanenko20@student.org,1967,5,17,SJQ-61,86.87,38(068)23-80-624
Лілія,Іваненко,liliya.ivanenko13@student.org,1993,3,24,EHL-32,3.62,38(095)51-78-633
Петро,Ткаченко,petro.tkachenko22@student.org,1985,6,25,NYY-22,0.1,38(050)65-62-616
Тетяна,Іваненко,tetyana.ivanenko3@student.org,2006,8,16,YRX-72,61.2,38(066)41-50-514
Світлана,Шаповал,svitlana.shapoval2@student.org,2010,8,13,CAV-22,16.53,38(050)16-81-708
Алла,Авраменко,alla.avramenko12@student.org,1994,8,29,WUN-96,17.89,38(073)86-81-762
Петро,Романенко,petro.romanenko21@student.org,1968,4,19,FAR-35,14.96,38(098)63-49-861
Станіслав,Павленко,stanislav.pavlenko8@student.org,1961,12,3,XDN-81,20.37,38(063)37-60-740
Віталій,Скрипка,vitaliy.skrypka35@student.org,1961,1,4,ZZL-26,73.72,38(063)57-62-626
Марія,Козлов,mariya.kozlov26@student.org,1999,11,25,FVC-98,90.13,38(063)62-69-161
Ігор,Шевченко,ihor.shevchenko11@student.org,1970,10,6,NSZ-73,37.26,38(066)14-61-604
Алла,Левченко,alla.levchenko36@student.org,1973,2,2,XCR-72,84.74,38(050)18-38-352
Тарас,Руденко,taras.rudenko16@student.org,2010,1,6,UMH-63,24.22,38(068)99-64-550
Ігор,Новік,ihor.novik21@student.org,1992,6,7,OYX-91,78.07,38(098)91-63-564
Любов,Шевченко,lyubov.shevchenko14@student.org,1957,12,18,DMI-43,53.57,38(093)61-52-295
Лариса,Омельченко,larysa.omelchenko5@student.org,1991,12,29,IHW-21,21.63,38(066)56-37-384
Петро,Василенко,petro.vasylenko12@student.org,2005,9,11,SZT-11,91.31,38(068)14-75-819
Алла,Кравченко,alla.kravchenko32@student.org,1979,3,5,ZWY-30,14.35,38(097)27-35-399
Павло,Василенко,pavlo.vasylenko13@student.org,1971,9,5,XFM-13,61.72,38(096)70-30-505
Катерина,Ткаченко,kateryna.tkachenko14@student.org,1979,8,15,SPO-68,71.2,38(099)70-54-441
Дмитро,Лисенко,dmytro.lysenko3@student.org,1995,7,10,PLJ-22,27.75,38(095)48-36-717
Дмитро,Панченко,dmytro.panchenko@student.org,1991,10,9,NJO-98,88.13,38(099)11-78-838
Роман,Гриценко,roman.hrytsenko46@student.org,1990,3,13,XJJ-86,67.39,38(066)11-18-335
Артем,Гладко,artem.hladko17@student.org,2001,9,23,ZRS-78,84.29,38(095)47-96-470
Анна,Король,anna.korol40@student.org,1955,3,20,IBD-78,5.34,38(068)72-57-229
Інна,Гладко,inna.hladko20@student.org,1989,12,18,JUJ-47,90.77,38(095)99-31-437
Ярослав,Василенко,yaroslav.vasylenko23@student.org,2002,8,16,OID-46,35.96,38(097)22-19-564
Валентина,Стельмах,valentyna.stelmakh8@student.org,1999,11,25,IJF-13,36.18,38(096)47-92-774
Богдан,Цимбал,bohdan.tsymbal28@student.org,1951,11,24,KQQ-43,20.4,38(097)77-78-314
Вікторія,Ткаченко,viktoriya.tkachenko4@student.org,1959,11,3,PSQ-18,14.53,38(098)97-86-930
Григорій,Захарченко,hryhoriy.zakharchenko4@student.org,2005,6,21,QMJ-52,28.74,38(068)86-15-769
Інна,Стельмах,inna.stelmakh30@student.org,1980,11,11,XQU-70,4.8,38(050)91-35-268
Григорій,Гриценко,hryhoriy.hrytsenko21@student.org,1983,11,9,AYM-37,58.59,38(073)90-67-299
Максим,Лисенко,maksym.lysenko24@student.org,1968,1,16,SQW-75,38.68,38(095)23-48-725
Артем,Гордієнко,artem.hordiyenko24@student.org,1992,12,17,XCF-76,51.32,38(067)37-30-514
Роман,Ткаченко,roman.tkachenko19@student.org,1969,6,22,ANO-33,73.46,38(098)70-77-679
Андрій,Скрипка,andriy.skrypka4@student.org,1957,4,20,QLQ-18,52.12,38(099)96-65-829
Станіслав,Петренко,stanislav.petrenko15@student.org,1963,5,25,HDV-44,81.47,38(093)76-80-718
Андрій,Гордієнко,andriy.hordiyenko21@student.org,1997,10,15,UJS-30,25.6,38(099)53-62-399
Тетяна,Козлов,tetyana.kozlov22@student.org,1969,11,3,RMJ-25,29.69,38(099)76-39-774
Артем,Захарченко,artem.zakharchenko44@student.org,2009,6,28,UPO-92,53.26,38(068)89-77-985
Денис,Макаренко,denys.makarenko46@student.org,1958,4,14,NNX-96,51.13,38(098)78-20-288
Наталія,Скрипка,nataliya.skrypka9@student.org,1985,3,29,ZME-55,30.1,38(068)76-59-433
Іван,Марченко,ivan.marchenko25@student.org,2010,1,21,DEI-36,52.6,38(097)25-91-547
Петро,Савченко,petro.savchenko25@student.org,1970,11,25,BWL-44,85.07,38(096)74-44-848
Денис,Лисенко,denys.lysenko32@student.org,1977,12,8,OZJ-69,66.36,38(099)66-65-242
Наталія,Гладко,nataliya.hladko13@student.org,1951,9,28,MGM-63,98.94,38(095)74-55-440
Валентина,Авраменко,valentyna.avramenko5@student.org,1993,6,29,GJT-56,90.64,38(063)78-74-704
Олена,Авраменко,olena.avramenko7@student.org,1983,5,27,EPB-83,45.82,38(050)33-54-678
Петро,Руденко,petro.rudenko1@student.org,1959,8,16,BYD-52,85.0,38(073)36-97-646
Тетяна,Король,tetyana.korol10@student.org,1982,9,26,XXC-38,12.03,38(050)89-29-784
Катерина,Ткаченко,kateryna.tkachenko1@student.org,1975,12,11,UFM-58,50.41,38(095)48-10-426
Артем,Скрипка,artem.skrypka14@student.org,1958,9,1,LKZ-76,86.91,38(063)70-16-822
Тарас,Кравченко,taras.kravchenko12@student.org,1988,2,14,CJO-89,17.9,38(099)77-45-424
Лариса,Левченко,larysa.levchenko34@student.org,1998,3,19,MTE-82,2.13,38(073)19-72-336
Ярослав,Король,yaroslav.korol24@student.org,2007,5,29,KFF-44,89.64,38(096)62-25-421
Наталія,Лебедь,nataliya.lebed36@student.org,1954,1,13,LOF-96,87.01,38(063)81-16-767
Вікторія,Лисенко,viktoriya.lysenko23@student.org,1983,4,19,MLE-18,47.37,38(066)66-40-686
Лілія,Кузьменко,liliya.kuzmenko14@student.org,1988,7,9,KQD-27,16.52,38(097)97-52-850
Роман,Стельмах,roman.stelmakh15@student.org,1974,7,25,NOA-52,74.96,38(073)70-31-291
Ярослав,Демченко,yaroslav.demchenko17@student.org,1981,1,9,NCH-24,45.84,38(073)49-83-752
Максим,Білоус,maksym.bilous23@student.org,1986,11,6,VYJ-77,26.03,38(073)77-18-190
Наталія,Савченко,nataliya.savchenko32@student.org,1984,9,21,ZIZ-11,26.12,38(066)73-70-965
Марія,Гончаренко,mariya.honcharenko22@student.org,1982,10,9,MXS-53,4.32,38(095)20-46-586
Наталія,Руденко,nataliya.rudenko6@student.org,1953,8,31,FKP-80,55.72,38(067)74-93-187
Марія,Дорошенко,mariya.doroshenko26@student.org,1984,12,28,MKW-86,3.0,38(097)57-28-671
Костянтин,Гордієнко,kostyantyn.hordiyenko1@student.org,1971,7,11,AGO-30,86.82,38(097)67-13-844
Станіслав,Стельмах,stanislav.stelmakh21@student.org,1976,10,14,XYA-14,27.26,38(096)93-27-620
Петро,Руденко,petro.rudenko10@student.org,2000,3,7,AUL-30,93.31,38(099)23-30-226
Андрій,Коваленко,andriy.kovalenko30@student.org,1997,1,17,YQK-74,72.81,38(098)54-18-492
Дмитро,Гайдук,dmytro.hayduk5@student.org,1967,3,13,DYT-69,33.52,38(066)63-92-797
Михайло,Король,mykhaylo.korol22@student.org,1957,1,28,ZJY-82,9.24,38(099)41-69-898
Артем,Король,artem.korol2@student.org,1996,12,29,GHZ-19,51.34,38(067)99-26-743
Раїса,Зайцев,rayisa.zaytsev39@student.org,1988,7,19,KHG-38,35.89,38(097)23-73-518
Любов,Авраменко,lyubov.avramenko27@student.org,1953,10,11,CZN-74,7.39,38(095)78-84-140
Володимир,Никоненко,volodymyr.nykonenko33@student.org,1984,7,25,KGY-95,67.86,38(095)78-80-201
Любов,Никоненко,lyubov.nykonenko24@student.org,1975,5,24,UQF-26,45.67,38(095)17-40-858
Наталія,Петренко,nataliya.petrenko15@student.org,1996,7,18,ZLN-22,97.73,38(096)44-47-696
Артем,Романенко,artem.romanenko28@student.org,1953,4,15,CXX-97,88.92,38(063)52-69-346
Світлана,Король,svitlana.korol22@student.org,2003,11,26,KFE-49,39.4,38(063)51-58-785
Галина,Гриценко,halyna.hrytsenko44@student.org,1986,4,8,PYH-33,13.38,38(050)77-24-649
Олександр,Гордієнко,oleksandr.hordiyenko7@student.org,1958,1,29,DBR-74,76.08,38(068)35-74-665
Павло,Дорошенко,pavlo.doroshenko31@student.org,1995,7,7,JYV-76,58.32,38(063)63-87-618
Сергій,Авраменко,serhiy.avramenko13@student.org,2009,4,3,UAO-12,35.05,38(073)28-44-586
Олександр,Захарченко,oleksandr.zakharchenko20@student.org,1998,7,29,EGG-65,82.04,38(067)84-53-661
Максим,Лисенко,maksym.lysenko51@student.org,1987,12,5,FKU-33,62.69,38(097)81-77-785
Григорій,Гайдук,hryhoriy.hayduk24@student.org,1992,1,23,TMK-79,23.0,38(093)49-68-124
Роман,Гладко,roman.hladko53@student.org,1968,1,24,JBX-14,17.53,38(097)14-97-875
Павло,Шевчук,pavlo.shevchuk13@student.org,2000,8,27,VOM-38,17.69,38(093)34-49-429
Роман,Гончаренко,roman.honcharenko23@student.org,1955,4,21,RGT-40,79.9,38(096)66-55-368
Віталій,Кравченко,vitaliy.kravchenko17@student.org,1954,1,28,QIW-88,92.85,38(063)23-29-571
Євгенія,Василенко,yevheniya.vasylenko23@student.org,1996,3,31,IXU-95,71.38,38(096)86-75-391
Юлія,Гончаренко,yuliya.honcharenko9@student.org,1999,1,23,BVR-72,4.55,38(073)74-10-580
Богдан,Ковальчук,bohdan.kovalchuk16@student.org,1973,11,1,MRB-71,70.1,38(097)77-85-543
Надія,Макаренко,nadiya.makarenko8@student.org,1979,4,14,QGS-78,75.04,38(067)10-42-424
Вікторія,Лебедь,viktoriya.lebed2@student.org,1993,11,17,QLQ-18,97.96,38(095)48-48-985
Вікторія,Коваль,viktoriya.koval28@student.org,1982,8,28,OXM-55,19.45,38(050)39-65-657
Максим,Гладко,maksym.hladko28@student.org,1951,8,6,ZKX-53,47.02,38(096)57-65-190
Надія,Павленко,nadiya.pavlenko17@student.org,2003,10,15,ZRZ-44,11.75,38(099)51-38-840
Євгенія,Король,yevheniya.korol7@student.org,1971,10,3,XML-35,1.02,38(093)16-38-409
Іван,Мельник,ivan.melnyk23@student.org,1958,11,2,YWU-86,21.0,38(066)97-89-454
Ганна,Лебедь,hanna.lebed32@student.org,1976,11,26,WSI-36,31.0,38(097)38-96-246
Роман,Гриценко,roman.hrytsenko80@student.org,1985,1,15,RFR-30,84.17,38(068)59-44-115
Галина,Коваль,halyna.koval18@student.org,1967,5,9,OUA-64,90.14,38(066)51-23-794
Тарас,Гриценко,taras.hrytsenko23@student.org,1972,2,6,PLX-15,62.21,38(050)86-77-620
Світлана,Дорошенко,svitlana.doroshenko@student.org,1965,6,26,EEZ-62,23.68,38(066)69-32-865
Петро,Іваненко,petro.ivanenko31@student.org,1964,1,6,UHN-97,36.85,38(066)16-38-791
Катерина,Омельченко,kateryna.omelchenko17@student.org,1980,12,14,HPD-87,83.93,38(050)36-63-926
Денис,Ковальчук,denys.kovalchuk32@student.org,1950,12,11,XTL-68,5.9,38(095)96-60-530
Оксана,Гладко,oksana.hladko13@student.org,1958,5,24,WGM-82,0.04,38(098)49-95-381
Роман,Литвин,roman.lytvyn72@student.org,1968,1,2,UBD-43,8.33,38(095)44-83-388
Анна,Лебедь,anna.lebed29@student.org,2007,12,21,CXV-57,18.1,38(063)32-57-410
Федір,Гриценко,fedir.hrytsenko12@student.org,1986,5,9,KQQ-43,9.46,38(073)92-92-639
Максим,Захарченко,maksym.zakharchenko21@student.org,2003,6,6,XQK-47,42.65,38(067)93-69-292
Віталій,Шевчук,vitaliy.shevchuk5@student.org,1982,1,8,YXS-87,30.7,38(050)14-37-640
Валентина,Гладко,valentyna.hladko23@student.org,1990,3,16,NDB-33,99.04,38(096)46-41-943
Віктор,Руденко,viktor.rudenko23@student.org,1978,7,5,AHE-99,94.54,38(096)16-90-542
Остап,Іваненко,ostap.ivanenko8@student.org,1982,9,20,ASQ-34,85.51,38(099)31-92-303
Світлана,Король,svitlana.korol7@student.org,1973,5,22,HNA-35,24.53,38(093)10-93-440
Інна,Білоус,inna.bilous8@student.org,1966,4,22,FSM-99,88.38,38(095)54-75-325
Богдан,Шевченко,bohdan.shevchenko4@student.org,2009,1,25,FCT-16,60.05,38(097)53-23-696
Сергій,Шевчук,serhiy.shevchuk36@student.org,1995,10,9,XXR-45,45.67,38(099)81-68-342
Надія,Ковальчук,nadiya.kovalchuk21@student.org,1959,3,9,JZN-53,92.84,38(093)49-54-195
Костянтин,Марченко,kostyantyn.marchenko13@student.org,1962,3,15,WXW-16,21.34,38(063)41-88-467
Роман,Василенко,roman.vasylenko86@student.org,1977,4,11,SQF-42,22.05,38(068)94-91-128
Павло,Марченко,pavlo.marchenko22@student.org,1958,1,6,VET-47,6.8,38(097)84-92-165
Іван,Шаповал,ivan.shapoval21@student.org,1976,5,25,LED-33,62.76,38(099)26-82-820
Галина,Шевчук,halyna.shevchuk17@student.org,2005,12,28,OPA-65,68.16,38(073)76-62-267
Віталій,Марченко,vitaliy.marchenko38@student.org,1996,3,20,DMM-54,60.45,38(097)66-74-673
Павло,Панченко,pavlo.panchenko31@student.org,1950,3,8,YHS-66,12.91,38(068)43-40-401
Денис,Кузьменко,denys.kuzmenko7@student.org,2008,11,30,PJZ-30,23.91,38(050)64-87-953
Андрій,Гончаренко,andriy.honcharenko28@student.org,1979,9,18,IJC-60,58.21,38(073)40-64-192
Павло,Левченко,pavlo.levchenko20@student.org,1968,9,14,AJO-40,62.51,38(066)60-94-979
Любов,Савченко,lyubov.savchenko14@student.org,2006,9,17,RHE-83,1.85,38(067)32-87-259
Інна,Стельмах,inna.stelmakh32@student.org,2006,8,13,CTK-90,34.95,38(063)78-63-853
Богдан,Левченко,bohdan.levchenko37@student.org,1970,7,15,WDW-53,68.12,38(073)45-77-313
Інна,Гордієнко,inna.hordiyenko@student.org,1996,2,4,KZR-75,89.76,38(068)22-19-385
Раїса,Скрипка,rayisa.skrypka14@student.org,1988,4,24,NRV-65,24.52,38(068)72-14-828
Ірина,Гладко,iryna.hladko1@student.org,1977,5,18,XFK-12,60.44,38(096)34-30-924
Остап,Іваненко,ostap.ivanenko38@student.org,2007,4,9,MLX-37,89.26,38(066)67-54-893
Костянтин,Шевченко,kostyantyn.shevchenko6@student.org,2002,4,28,VYV-71,92.03,38(095)57-70-961
Костянтин,Шаповал,kostyantyn.shapoval33@student.org,2005,4,20,HKN-68,40.05,38(097)52-93-814
Ярослав,Литвин,yaroslav.lytvyn1@student.org,1965,5,10,TPG-62,55.77,38(050)76-37-632
Світлана,Михайленко,svitlana.mykhaylenko5@student.org,1974,12,4,OIX-84,99.5,38(095)16-39-431
Богдан,Гриценко,bohdan.hrytsenko28@student.org,1970,6,2,EVT-54,85.27,38(093)51-71-596
Костянтин,Новік,kostyantyn.novik28@student.org,1954,1,16,RAA-82,83.38,38(050)17-71-750
Надія,Шевчук,nadiya.shevchuk32@student.org,1994,5,20,QWX-14,16.11,38(098)14-28-281
Петро,Бойко,petro.boyko@student.org,1984,2,24,RBH-55,67.07,38(096)71-36-411
Остап,Гладко,ostap.hladko19@student.org,1985,9,15,ZKB-32,35.65,38(063)38-12-975
Віктор,Лисенко,viktor.lysenko9@student.org,1997,3,5,WBW-66,1.16,38(073)29-96-245
Вікторія,Захарченко,viktoriya.zakharchenko53@student.org,1990,6,20,YRF-84,67.08,38(066)28-16-687
Артем,Скрипка,artem.skrypka11@student.org,1973,1,6,ZFK-10,9.31,38(095)39-50-828
Наталія,Козлов,nataliya.kozlov14@student.org,1956,8,10,EFF-17,11.22,38(096)40-55-302
Надія,Панченко,nadiya.panchenko1@student.org,1978,4,8,TZM-70,28.32,38(050)28-24-374
Станіслав,Стельмах,stanislav.stelmakh25@student.org,1985,2,21,UWW-97,38.59,38(066)84-77-436
Галина,Ткаченко,halyna.tkachenko30@student.org,2008,9,28,DMW-31,70.17,38(073)39-91-447
Алла,Шевченко,alla.shevchenko10@student.org,1984,9,21,IDJ-26,76.22,38(063)39-66-689
Володимир,Макаренко,volodymyr.makarenko12@student.org,2004,5,28,WXX-91,33.95,38(063)45-29-232
Григорій,Поліщук,hryhoriy.polishchuk11@student.org,2002,4,10,HAH-39,4.33,38(066)38-41-450
Денис,Шаповал,denys.shapoval30@student.org,1968,5,19,ODW-23,8.44,38(099)14-73-989
Володимир,Кузьменко,volodymyr.kuzmenko17@student.org,1988,2,29,VOZ-89,88.83,38(093)56-54-721
Алла,Гайдук,alla.hayduk13@student.org,1962,7,27,SKG-79,31.68,38(068)77-68-160
Іван,Білоус,ivan.bilous7@student.org,1969,3,2,HPD-87,15.85,38(063)46-25-242
Надія,Шевченко,nadiya.shevchenko@student.org,1989,5,3,UKE-75,42.2,38(093)59-30-191
Остап,Костенко,ostap.kostenko38@student.org,2009,9,13,NRP-52,51.99,38(073)93-41-519
