m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Ганна,Шаповал,hanna.shapoval29@student.org,1969,9,17,NEZ-12,68.9,38(050)86-46-259
Павло,Шевченко,pavlo.shevchenko2@student.org,1981,6,15,UFI-24,53.82,38(095)79-44-412
Вікторія,Гриценко,viktoriya.hrytsenko29@student.org,1995,2,6,DBN-53,99.73,38(099)42-56-455
Василь,Романенко,vasyl.romanenko19@student.org,1983,12,22,XBQ-96,42.85,38(098)84-57-906
Григорій,Коваленко,hryhoriy.kovalenko14@student.org,2001,11,30,WWQ-97,86.47,38(063)62-81-429
Остап,Гончаренко,ostap.honcharenko14@student.org,2005,1,12,MHP-37,92.21,38(063)39-46-218
Раїса,Стельмах,rayisa.stelmakh26@student.org,1985,5,6,OMP-76,17.65,38(063)36-97-888
Віталій,Авраменко,vitaliy.avramenko16@student.org,2000,10,25,IBZ-57,39.8,38(098)18-29-767
Василь,Кравченко,vasyl.kravchenko5@student.org,1970,2,10,ZVG-31,20.57,38(093)32-54-627
Ганна,Левченко,hanna.levchenko6@student.org,1965,6,9,WIF-81,76.09,38(066)36-87-166
Олеся,Шаповал,olesya.shapoval13@student.org,1982,3,17,XSK-65,77.61,38(095)49-78-163
Віталій,Василенко,vitaliy.vasylenko30@student.org,1965,1,22,NSZ-73,72.31,38(067)74-38-962
Юрій,Марченко,yuriy.marchenko29@student.org,1998,7,20,VQP-78,87.32,38(099)65-73-811
Тетяна,Омельченко,tetyana.omelchenko51@student.org,1965,4,14,CGC-18,92.9,38(050)27-43-792
Ярослав,Кравченко,yaroslav.kravchenko10@student.org,1958,12,19,MCZ-40,75.39,38(067)91-67-813
Лариса,Цимбал,larysa.tsymbal31@student.org,2006,1,30,UVH-18,19.77,38(066)23-50-800
Іван,Коваль,ivan.koval2@student.org,1985,11,15,GMQ-74,34.14,38(073)49-64-161
Роман,Бойко,roman.boyko93@student.org,1991,8,23,GWC-77,39.67,38(068)35-11-918
Ігор,Король,ihor.korol22@student.org,1951,4,9,VGE-70,20.8,38(097)23-86-472
Наталія,Мельник,nataliya.melnyk8@student.org,1966,4,15,YGH-28,67.91,38(095)45-69-787
Іван,Шевчук,ivan.shevchuk22@student.org,2007,2,28,XPK-67,7.64,38(095)43-47-967
Людмила,Цимбал,lyudmyla.tsymbal21@student.org,2005,8,2,PLV-48,45.04,38(093)31-73-623
Богдан,Шевченко,bohdan.shevchenko33@student.org,2002,1,20,BPF-99,9.31,38(096)10-19-776
Валентина,Панченко,valentyna.panchenko3@student.org,1985,5,14,MQJ-84,74.56,38(093)74-36-496
Алла,Панченко,alla.panchenko17@student.org,1985,8,11,OEP-81,59.61,38(097)35-53-577
Роман,Савченко,roman.savchenko25@student.org,1980,3,30,TLT-83,80.76,38(096)92-65-473
Інна,Король,inna.korol15@student.org,1980,12,27,NLY-95,3.75,38(073)75-32-261
Любов,Новік,lyubov.novik1@student.org,1964,11,15,RVV-58,90.33,38(067)22-66-772
Роман,Шевчук,roman.shevchuk13@student.org,1989,1,27,JQQ-18,67.99,38(063)50-69-761
Петро,Костенко,petro.kostenko6@student.org,1950,8,28,EVC-88,36.98,38(066)88-89-821
Оксана,Новік,oksana.novik29@student.org,1976,8,8,HCX-10,80.38,38(067)64-24-280
Анна,Левченко,anna.levchenko29@student.org,2009,3,7,JSL-31,13.22,38(067)33-25-461
Богдан,Король,bohdan.korol18@student.org,1994,1,26,AEX-52,67.79,38(097)85-71-190
Федір,Шаповал,fedir.shapoval41@student.org,1996,7,15,NRA-83,92.38,38(063)29-37-215
Наталія,Руденко,nataliya.rudenko5@student.org,1973,2,10,BHV-58,64.66,38(099)25-57-155
Олеся,Кравченко,olesya.kravchenko12@student.org,1997,10,1,GYF-14,82.26,38(050)93-82-662
Віктор,Панченко,viktor.panchenko1@student.org,1979,1,1,RQL-70,23.24,38(097)73-24-455
Олена,Петренко,olena.petrenko10@student.org,1973,1,22,HPC-77,55.25,38(066)88-90-329
Олександр,Шевчук,oleksandr.shevchuk6@student.org,1966,10,5,GNZ-23,3.61,38(095)32-37-584
Лілія,Литвин,liliya.lytvyn38@student.org,1956,10,9,BLH-15,68.53,38(095)44-23-430
Дмитро,Захарченко,dmytro.zakharchenko2@student.org,1957,5,21,MTE-82,17.27,38(063)32-95-319
Світлана,Левченко,svitlana.levchenko10@student.org,1981,12,14,NCL-76,11.23,38(098)15-38-195
Денис,Михайленко,denys.mykhaylenko10@student.org,1985,12,26,PZT-84,53.55,38(093)26-98-362
Максим,Михайленко,maksym.mykhaylenko27@student.org,1981,4,17,IXW-16,2.88,38(063)77-29-798
Михайло,Марченко,mykhaylo.marchenko8@student.org,2004,10,14,RBI-30,70.8,38(098)80-70-507
Тетяна,Іваненко,tetyana.ivanenko24@student.org,1982,11,23,GWG-22,8.55,38(050)21-65-813
Максим,Стельмах,maksym.stelmakh45@student.org,2008,8,21,XHT-86,52.57,38(050)86-18-705
Юрій,Шевченко,yuriy.shevchenko36@student.org,1955,8,18,ZKM-78,8.17,38(093)75-16-220
Вера,Гончаренко,vera.honcharenko6@student.org,1965,5,26,UOK-28,60.34,38(095)50-36-623
Віктор,Білоус,viktor.bilous45@student.org,1959,6,6,TNY-76,51.5,38(073)36-67-872
Анна,Савченко,anna.savchenko@student.org,1985,4,7,YEP-18,18.49,38(067)84-70-470
Олена,Макаренко,olena.makarenko27@student.org,1976,5,14,PQM-89,62.4,38(099)46-70-286
Ірина,Цимбал,iryna.tsymbal34@student.org,1959,5,22,OIX-84,8.97,38(050)96-90-259
Лілія,Король,liliya.korol16@student.org,1986,5,30,SLR-72,37.08,38(099)85-10-811
Павло,Руденко,pavlo.rudenko3@student.org,1998,4,28,NYO-61,83.96,38(063)59-98-654
Іван,Демченко,ivan.demchenko34@student.org,1990,10,18,AMP-36,88.01,38(095)34-73-281
Лариса,Панченко,larysa.panchenko42@student.org,1992,5,22,VFA-76,29.46,38(095)31-83-111
Олександр,Лисенко,oleksandr.lysenko15@student.org,1971,2,17,XES-13,60.37,38(093)20-25-270
Михайло,Руденко,mykhaylo.rudenko32@student.org,1993,1,21,BVE-74,45.76,38(093)52-94-390
Любов,Рибак,lyubov.rybak@student.org,1991,4,20,AOQ-79,17.26,38(096)31-42-591
Марія,Михайленко,mariya.mykhaylenko5@student.org,1965,11,2,XKK-45,48.8,38(095)51-74-861
Павло,Лисенко,pavlo.lysenko35@student.org,1971,6,21,JGN-61,68.17,38(093)28-37-102
Тетяна,Никоненко,tetyana.nykonenko36@student.org,1988,1,2,ZQG-21,54.66,38(099)12-52-222
Михайло,Коваль,mykhaylo.koval30@student.org,1950,4,21,BSA-38,29.6,38(063)70-10-991
Михайло,Король,mykhaylo.korol34@student.org,2001,7,5,NHJ-35,64.31,38(093)67-53-902
Роман,Стельмах,roman.stelmakh32@student.org,1963,10,4,EJV-66,71.83,38(096)97-39-435
Роман,Руденко,roman.rudenko12@student.org,1983,6,10,MFD-36,33.42,38(095)35-38-179
Олександр,Гладко,oleksandr.hladko44@student.org,1998,5,27,QST-29,19.96,38(099)63-62-145
Володимир,Коваленко,volodymyr.kovalenko6@student.org,1990,12,24,TGU-88,7.13,38(067)17-36-500
Ірина,Гончаренко,iryna.honcharenko13@student.org,2003,5,8,FHH-99,93.48,38(063)71-54-641
Артем,Гриценко,artem.hrytsenko34@student.org,2000,6,28,SXB-85,30.02,38(066)34-17-889
Михайло,Гончаренко,mykhaylo.honcharenko14@student.org,1979,3,6,NYZ-50,39.78,38(067)95-49-732
Галина,Костенко,halyna.kostenko23@student.org,1953,5,31,OMA-88,45.89,38(096)56-29-781
Костянтин,Руденко,kostyantyn.rudenko26@student.org,2002,6,21,OZQ-93,81.85,38(050)93-92-484
Олена,Новік,olena.novik@student.org,1950,7,26,JCT-72,12.34,38(066)23-50-690
Тарас,Павленко,taras.pavlenko9@student.org,1958,3,11,UUO-24,30.38,38(067)56-90-729
Марія,Панченко,mariya.panchenko26@student.org,1956,7,27,XMT-45,52.04,38(097)34-10-820
Ірина,Гончаренко,iryna.honcharenko19@student.org,1958,11,29,UXC-13,98.45,38(066)45-29-467
Марія,Цимбал,mariya.tsymbal25@student.org,1988,1,22,HPH-87,2.62,38(096)40-31-784
Оксана,Білоус,oksana.bilous19@student.org,1960,7,21,CBK-98,28.52,38(096)97-75-726
Артем,Панченко,artem.panchenko20@student.org,1981,7,17,NXK-23,5.54,38(068)67-68-542
Станіслав,Мельник,stanislav.melnyk@student.org,1960,1,27,TJU-62,32.62,38(068)40-52-933
Валентина,Гайдук,valentyna.hayduk39@student.org,1950,2,19,EDM-79,15.98,38(073)73-83-542
Павло,Марченко,pavlo.marchenko19@student.org,1991,5,18,KIR-57,36.55,38(099)39-80-388
Сергій,Шевченко,serhiy.shevchenko15@student.org,1970,2,9,MWV-16,5.53,38(067)49-16-415
Денис,Руденко,denys.rudenko11@student.org,1991,6,16,UYK-59,0.69,38(068)95-55-196
Раїса,Дорошенко,rayisa.doroshenko16@student.org,1996,12,17,HNP-10,52.03,38(096)58-20-716
Юлія,Ковальчук,yuliya.kovalchuk26@student.org,1955,6,3,NMV-83,40.42,38(095)80-69-987
Віктор,Коваль,viktor.koval8@student.org,2006,10,14,IYT-95,36.24,38(095)81-73-935
Віталій,Савченко,vitaliy.savchenko1@student.org,2006,12,5,MKW-86,30.19,38(066)50-36-834
Віктор,Іваненко,viktor.ivanenko17@student.org,1974,1,11,VVK-45,25.55,38(068)52-69-805
Оксана,Бойко,oksana.boyko25@student.org,2008,1,14,CXX-97,79.29,38(068)24-22-851
Раїса,Скрипка,rayisa.skrypka18@student.org,1950,5,26,NMG-31,26.76,38(098)49-74-676
Павло,Гайдук,pavlo.hayduk2@student.org,1982,3,11,JNM-47,77.24,38(073)57-18-650
Ірина,Білоус,iryna.bilous38@student.org,1979,9,17,ITN-59,67.51,38(097)54-28-842
Галина,Ковальчук,halyna.kovalchuk38@student.org,1962,11,21,RYN-41,29.87,38(050)19-29-755
Раїса,Кравченко,rayisa.kravchenko3@student.org,1952,12,22,OLU-87,24.74,38(068)82-33-963
Остап,Шаповал,ostap.shapoval3@student.org,1977,2,10,YDF-37,73.43,38(097)12-81-368
Наталія,Романенко,nataliya.romanenko31@student.org,1997,6,9,MLI-89,50.28,38(050)44-44-769
Наталія,Авраменко,nataliya.avramenko6@student.org,1970,4,2,DHM-33,99.28,38(066)93-73-127
Олександр,Михайленко,oleksandr.mykhaylenko5@student.org,1977,10,3,RWQ-46,41.94,38(050)69-89-317
Юлія,Дорошенко,yuliya.doroshenko28@student.org,1980,2,24,MLS-65,86.76,38(097)23-55-170
Світлана,Литвин,svitlana.lytvyn34@student.org,1952,11,22,YRC-12,26.58,38(099)64-98-774
Ганна,Гриценко,hanna.hrytsenko33@student.org,1986,4,22,COZ-70,92.68,38(067)37-63-471
Людмила,Цимбал,lyudmyla.tsymbal23@student.org,1998,11,15,QYI-73,78.57,38(093)89-20-456
Олена,Захарченко,olena.zakharchenko39@student.org,1973,2,28,YJE-70,34.99,38(098)64-37-471
Наталія,Дорошенко,nataliya.doroshenko21@student.org,1976,4,14,FKA-97,63.57,38(093)50-27-140
Олеся,Гриценко,olesya.hrytsenko28@student.org,1988,10,15,EZR-22,56.83,38(073)32-98-144
Артем,Литвин,artem.lytvyn24@student.org,1994,12,5,RWQ-46,88.42,38(098)66-63-810
Денис,Кравченко,denys.kravchenko15@student.org,1994,8,7,TMM-37,68.34,38(067)76-52-478
Людмила,Марченко,lyudmyla.marchenko25@student.org,1958,4,6,CAA-51,93.96,38(068)48-45-702
Тетяна,Гордієнко,tetyana.hordiyenko17@student.org,1986,8,17,VYL-23,12.75,38(073)25-54-351
Галина,Михайленко,halyna.mykhaylenko22@student.org,2010,12,27,DVF-10,66.25,38(050)49-90-906
Максим,Білоус,maksym.bilous49@student.org,2005,7,13,CRE-77,94.29,38(068)27-85-611
Федір,Бойко,fedir.boyko17@student.org,2007,10,4,EDX-14,93.78,38(068)89-72-712
Анна,Скрипка,anna.skrypka28@student.org,1950,1,30,EQV-12,86.03,38(067)12-64-642
Максим,Лисенко,maksym.lysenko28@student.org,2010,10,14,SNF-32,18.89,38(073)77-97-944
Олеся,Гончаренко,olesya.honcharenko30@student.org,1972,2,17,LBZ-19,28.69,38(097)64-24-563
Віктор,Руденко,viktor.rudenko24@student.org,1978,8,19,QSB-61,11.83,38(097)76-61-766
Станіслав,Мельник,stanislav.melnyk7@student.org,1959,10,4,XQK-47,19.63,38(097)75-42-951
Лілія,Кравченко,liliya.kravchenko20@student.org,1967,11,26,JML-96,62.78,38(096)58-18-658
Артем,Гладко,artem.hladko14@student.org,1984,9,12,EDJ-73,93.91,38(068)16-65-598
Юлія,Бойко,yuliya.boyko7@student.org,1977,4,10,WJA-23,13.1,38(063)70-65-155
Василь,Гладко,vasyl.hladko11@student.org,1999,6,15,CAI-38,32.79,38(050)24-29-566
Віктор,Ковальчук,viktor.kovalchuk3@student.org,1969,10,5,UEM-41,81.64,38(063)62-31-180
Тетяна,Шевчук,tetyana.shevchuk14@student.org,2003,2,28,QMJ-52,81.06,38(099)87-33-802
Катерина,Омельченко,kateryna.omelchenko26@student.org,2007,2,21,SLE-96,92.26,38(099)60-83-698
Павло,Гладко,pavlo.hladko1@student.org,1958,11,27,YUS-96,15.42,38(096)90-81-399
Василь,Новік,vasyl.novik28@student.org,1995,10,11,PKM-12,22.18,38(095)83-75-572
Станіслав,Дорошенко,stanislav.doroshenko7@student.org,1991,8,1,WLK-34,57.01,38(068)15-12-313
Роман,Зайцев,roman.zaytsev4@student.org,1975,10,18,KZT-31,11.48,38(097)41-85-498
Дмитро,Гончаренко,dmytro.honcharenko8@student.org,1982,8,23,EVT-54,84.78,38(099)43-22-285
Наталія,Савченко,nataliya.savchenko4@student.org,1951,8,31,ARM-43,34.76,38(067)11-46-668
Інна,Литвин,inna.lytvyn5@student.org,1994,10,8,GWY-71,49.49,38(067)95-52-205
Ігор,Омельченко,ihor.omelchenko14@student.org,1989,3,2,NGD-30,17.37,38(063)89-69-264
Іван,Гончаренко,ivan.honcharenko36@student.org,2009,4,17,SJL-57,12.14,38(073)50-54-388
Тетяна,Авраменко,tetyana.avramenko2@student.org,1974,2,25,SBD-69,24.65,38(096)27-47-810
Анна,Гриценко,anna.hrytsenko8@student.org,1952,8,15,ZTM-44,42.18,38(066)99-82-545
Віктор,Шаповал,viktor.shapoval11@student.org,1979,1,10,EOY-58,4.9,38(050)82-75-578
Раїса,Рибак,rayisa.rybak26@student.org,1983,3,2,MLM-68,18.22,38(093)95-88-719
Володимир,Поліщук,volodymyr.polishchuk29@student.org,1992,8,9,GMF-95,53.85,38(098)45-75-768
Наталія,Зайцев,nataliya.zaytsev31@student.org,2007,8,26,CIM-73,65.72,38(095)10-78-159
Ірина,Стельмах,iryna.stelmakh19@student.org,2009,3,27,NPR-51,48.29,38(066)23-55-439
Максим,Гайдук,maksym.hayduk12@student.org,1998,9,2,RDO-77,75.55,38(097)12-62-317
Станіслав,Савченко,stanislav.savchenko24@student.org,1985,7,1,XEX-70,55.39,38(099)68-68-692
Ірина,Мельник,iryna.melnyk27@student.org,1981,10,18,DRQ-85,78.56,38(093)47-86-378
Остап,Михайленко,ostap.mykhaylenko39@student.org,1975,11,24,ACV-59,70.65,38(068)98-17-780
Євгенія,Цимбал,yevheniya.tsymbal20@student.org,1973,1,13,SDE-69,5.53,38(067)73-99-196
Тетяна,Левченко,tetyana.levchenko44@student.org,1962,2,15,XDZ-65,77.38,38(098)67-68-347
Катерина,Петренко,kateryna.petrenko40@student.org,1982,8,23,YUF-60,14.95,38(096)85-55-528
Артем,Руденко,artem.rudenko26@student.org,1979,2,22,FYE-82,25.3,38(095)61-80-378
Василь,Шевчук,vasyl.shevchuk8@student.org,1979,10,9,TRY-78,97.08,38(066)22-66-106
Остап,Захарченко,ostap.zakharchenko27@student.org,1988,2,29,ZNV-90,90.17,38(066)94-27-816
Надія,Панченко,nadiya.panchenko38@student.org,1957,5,17,HMA-37,64.23,38(093)16-68-770
Любов,Цимбал,lyubov.tsymbal23@student.org,1961,6,18,KWG-25,1.82,38(095)10-93-689
Катерина,Гордієнко,kateryna.hordiyenko@student.org,1989,8,17,SYE-54,28.24,38(096)94-32-281
Ірина,Бойко,iryna.boyko11@student.org,2007,1,26,EDF-72,7.77,38(067)28-70-804
Світлана,Шевченко,svitlana.shevchenko19@student.org,1982,11,4,PLV-48,35.35,38(097)14-57-805
Лілія,Новік,liliya.novik12@student.org,1984,8,25,TDT-16,19.87,38(093)38-74-608
Ігор,Новік,ihor.novik34@student.org,1984,9,9,RGG-24,99.88,38(093)64-93-647
Юлія,Цимбал,yuliya.tsymbal27@student.org,1964,1,10,ZAC-45,0.27,38(097)69-40-472
Світлана,Гриценко,svitlana.hrytsenko31@student.org,1986,11,21,NYA-72,11.38,38(068)58-99-583
Дмитро,Скрипка,dmytro.skrypka13@student.org,1954,4,25,ZJA-40,72.36,38(098)54-37-574
Роман,Лисенко,roman.lysenko5@student.org,1962,10,31,AAO-20,12.38,38(097)77-66-102
Григорій,Дорошенко,hryhoriy.doroshenko9@student.org,1996,10,24,LOX-39,42.04,38(098)73-91-827
Наталія,Демченко,nataliya.demchenko52@student.org,1965,11,6,EGG-91,19.23,38(093)67-63-329
Раїса,Никоненко,rayisa.nykonenko3@student.org,1978,3,7,KHF-11,92.84,38(097)97-64-981
Анна,Авраменко,anna.avramenko35@student.org,1986,11,20,SVB-30,24.16,38(050)68-45-542
Наталія,Руденко,nataliya.rudenko32@student.org,1969,7,8,XFQ-74,20.23,38(050)34-61-508
Оксана,Коваленко,oksana.kovalenko13@student.org,1950,6,18,PRZ-76,53.12,38(063)45-43-958
Наталія,Бойко,nataliya.boyko28@student.org,1971,1,23,NDS-89,12.23,38(050)57-20-210
Віктор,Коваленко,viktor.kovalenko@student.org,1969,11,25,GMO-56,45.91,38(099)50-15-185
Володимир,Гордієнко,volodymyr.hordiyenko34@student.org,1973,3,13,DZM-24,14.74,38(093)93-52-366
Федір,Гладко,fedir.hladko6@student.org,2001,10,1,VLK-27,53.27,38(093)40-72-333
Раїса,Руденко,rayisa.rudenko34@student.org,1965,8,27,ALS-71,93.98,38(097)75-71-626
Ігор,Марченко,ihor.marchenko17@student.org,1986,10,19,YPB-34,39.75,38(063)25-58-725
Петро,Макаренко,petro.makarenko32@student.org,1996,6,29,XRX-93,69.9,38(073)59-40-734
Наталія,Савченко,nataliya.savchenko37@student.org,1994,5,10,EXU-68,54.34,38(093)87-56-288
Ігор,Демченко,ihor.demchenko35@student.org,2001,2,3,FXK-50,56.23,38(066)65-99-369
Ігор,Гайдук,ihor.hayduk12@student.org,1976,7,1,IKU-70,81.68,38(066)17-52-275
Ігор,Дорошенко,ihor.doroshenko23@student.org,1960,7,6,UTB-40,40.68,38(066)99-11-539
Ірина,Ковальчук,iryna.kovalchuk36@student.org,2000,10,22,AHH-67,2.05,38(067)29-63-974
Анна,Король,anna.korol5@student.org,1980,9,10,MVX-44,77.92,38(098)86-71-727
Олександр,Цимбал,oleksandr.tsymbal27@student.org,2004,12,15,TKF-83,94.5,38(063)42-20-605
Юрій,Зайцев,yuriy.zaytsev@student.org,1985,5,26,AFT-23,73.57,38(066)25-72-697
Любов,Гладко,lyubov.hladko17@student.org,2010,6,3,WPC-18,84.51,38(096)92-88-286
Артем,Омельченко,artem.omelchenko39@student.org,1971,7,9,WUN-96,33.05,38(066)75-84-852
Денис,Король,denys.korol17@student.org,1961,4,13,KPN-18,55.47,38(097)30-46-159
Тарас,Гайдук,taras.hayduk33@student.org,1954,4,10,NNS-51,43.26,38(098)82-20-398
Ігор,Шаповал,ihor.shapoval36@student.org,1976,1,12,JXA-39,48.67,38(068)76-49-684
Юрій,Дорошенко,yuriy.doroshenko35@student.org,1966,10,11,XRB-55,21.84,38(066)89-57-686
Ярослав,Бойко,yaroslav.boyko4@student.org,1991,5,9,BBN-77,73.5,38(095)29-23-918
Остап,Литвин,ostap.lytvyn30@student.org,2001,1,16,SRN-23,62.79,38(096)71-93-146
Тетяна,Бойко,tetyana.boyko23@student.org,1987,6,16,TGY-18,13.87,38(097)91-17-358
Анна,Павленко,anna.pavlenko21@student.org,2005,7,5,FAN-34,89.22,38(066)70-97-181
Тарас,Дорошенко,taras.doroshenko9@student.org,1956,6,29,BWV-10,25.41,38(093)39-25-356
Олена,Шевчук,olena.shevchuk4@student.org,1969,4,7,LVB-79,1.52,38(097)61-30-254
Михайло,Руденко,mykhaylo.rudenko40@student.org,1987,3,15,QAO-13,50.9,38(067)30-56-778
Віталій,Бойко,vitaliy.boyko14@student.org,2008,12,28,SUW-14,50.87,38(099)76-43-109
Ганна,Марченко,hanna.marchenko34@student.org,1996,9,30,ZZP-48,30.58,38(099)94-79-564
Лариса,Кравченко,larysa.kravchenko44@student.org,1957,4,20,ORK-53,37.89,38(099)98-30-802
Федір,Авраменко,fedir.avramenko16@student.org,2009,8,16,GGK-48,66.35,38(063)96-91-560
Петро,Лебедь,petro.lebed2@student.org,1966,7,28,SJM-64,26.56,38(097)32-59-322
Лариса,Гладко,larysa.hladko32@student.org,1964,12,19,NCX-34,99.21,38(066)81-51-447
Катерина,Омельченко,kateryna.omelchenko31@student.org,1995,8,25,DEZ-88,71.77,38(067)41-41-541
Олеся,Кузьменко,olesya.kuzmenko11@student.org,1982,1,1,CGO-91,40.46,38(066)36-98-410
Юрій,Руденко,yuriy.rudenko19@student.org,1970,8,31,WCR-11,27.16,38(067)21-70-411
Володимир,Омельченко,volodymyr.omelchenko15@student.org,1965,10,3,KWK-69,36.44,38(050)38-10-942
Федір,Білоус,fedir.bilous26@student.org,1993,1,6,VVZ-36,1.17,38(073)28-73-780
Артем,Руденко,artem.rudenko31@student.org,1998,4,11,MPT-62,49.94,38(093)62-12-980
Василь,Руденко,vasyl.rudenko31@student.org,2001,6,5,RJR-78,39.5,38(099)57-37-937
Павло,Костенко,pavlo.kostenko34@student.org,1993,11,15,DPU-27,42.28,38(050)82-36-561
Ігор,Гончаренко,ihor.honcharenko35@student.org,2009,8,6,GDP-35,0.22,38(097)75-36-257
Іван,Марченко,ivan.marchenko8@student.org,1951,7,11,MYC-51,38.18,38(063)93-40-326
Оксана,Демченко,oksana.demchenko12@student.org,2009,11,30,OZL-65,14.25,38(095)54-58-937
Володимир,Шевченко,volodymyr.shevchenko22@student.org,1965,6,30,IAK-13,14.99,38(073)87-33-891
Ганна,Лебедь,hanna.lebed24@student.org,2000,4,24,QAF-60,92.15,38(073)59-69-680
Остап,Лисенко,ostap.lysenko34@student.org,1993,9,7,WQV-24,74.17,38(063)27-44-226
Світлана,Бойко,svitlana.boyko26@student.org,1962,6,23,MFA-70,12.64,38(063)52-59-502
Дмитро,Білоус,dmytro.bilous2@student.org,2004,10,20,KGO-40,8.59,38(050)16-46-582
Ганна,Бойко,hanna.boyko14@student.org,1966,7,15,OGT-98,17.41,38(096)75-35-358
Михайло,Шевченко,mykhaylo.shevchenko13@student.org,1974,9,12,DUP-41,69.33,38(097)37-23-690
Ірина,Бойко,iryna.boyko46@student.org,1970,6,30,OYN-14,90.2,38(098)24-33-740
Віктор,Скрипка,viktor.skrypka3@student.org,1968,7,21,PWS-37,0.45,38(098)71-13-452
Іван,Стельмах,ivan.stelmakh20@student.org,1954,2,23,RDJ-77,17.45,38(098)93-70-464
Костянтин,Цимбал,kostyantyn.tsymbal19@student.org,1993,10,26,ANS-12,2.5,38(099)29-19-439
Максим,Білоус,maksym.bilous31@student.org,1991,5,1,GQT-79,64.34,38(097)58-73-934
Тарас,Шаповал,taras.shapoval21@student.org,1994,2,28,RWB-34,77.34,38(096)94-24-104
Надія,Павленко,nadiya.pavlenko32@student.org,1966,12,27,VGZ-53,68.21,38(050)27-87-149
Павло,Гайдук,pavlo.hayduk13@student.org,1983,8,8,WSN-52,97.5,38(067)64-37-832
Роман,Бойко,roman.boyko41@student.org,1998,2,21,RLS-67,1.19,38(068)48-24-830
Віталій,Шевченко,vitaliy.shevchenko22@student.org,1968,12,23,HJO-60,38.47,38(098)31-85-900
Марія,Романенко,mariya.romanenko25@student.org,1960,3,14,VJV-26,14.15,38(066)73-68-512
Віталій,Дорошенко,vitaliy.doroshenko29@student.org,1966,12,3,SDA-23,60.64,38(099)49-45-798
Федір,Демченко,fedir.demchenko27@student.org,1986,12,26,SGN-84,88.34,38(096)42-97-697
Вера,Шаповал,vera.shapoval19@student.org,1973,10,5,XXU-15,95.47,38(099)58-69-982
Інна,Гайдук,inna.hayduk47@student.org,2002,2,9,YMA-84,6.16,38(050)52-87-800
Вера,Іваненко,vera.ivanenko17@student.org,1967,11,27,FVC-98,59.04,38(067)58-80-594
Петро,Омельченко,petro.omelchenko6@student.org,1955,4,17,BAJ-82,54.6,38(063)91-25-663
Катерина,Коваленко,kateryna.kovalenko17@student.org,1982,3,22,QIM-69,98.1,38(050)25-80-996
Валентина,Цимбал,valentyna.tsymbal13@student.org,1976,2,3,CXX-85,12.67,38(066)12-71-476
Павло,Макаренко,pavlo.makarenko11@student.org,1952,5,10,IAM-51,4.68,38(066)65-79-731
Остап,Панченко,ostap.panchenko8@student.org,1965,6,30,NAM-86,36.59,38(066)59-86-478
Ганна,Костенко,hanna.kostenko25@student.org,1957,3,2,FFY-35,45.29,38(096)62-81-340
Оксана,Марченко,oksana.marchenko42@student.org,1983,10,26,IFJ-86,37.81,38(063)85-73-568
Іван,Марченко,ivan.marchenko28@student.org,1975,2,22,QRT-81,35.77,38(097)78-24-550
Віктор,Гриценко,viktor.hrytsenko17@student.org,1970,11,5,GNX-97,32.85,38(067)30-12-137
Євгенія,Михайленко,yevheniya.mykhaylenko17@student.org,2003,7,20,ORK-53,94.31,38(068)45-85-995
Людмила,Василенко,lyudmyla.vasylenko31@student.org,2010,4,16,ITM-95,52.88,38(068)83-49-806
Станіслав,Левченко,stanislav.levchenko7@student.org,2008,9,20,EXK-94,6.29,38(096)46-82-401
Ярослав,Омельченко,yaroslav.omelchenko44@student.org,2007,6,20,DVO-33,83.74,38(050)63-79-631
Станіслав,Шаповал,stanislav.shapoval27@student.org,1993,4,25,ICO-23,46.6,38(099)68-22-751
Володимир,Цимбал,volodymyr.tsymbal42@student.org,2002,1,29,VWM-61,87.03,38(098)25-50-598
Віталій,Руденко,vitaliy.rudenko25@student.org,2006,6,5,UHM-69,80.11,38(066)36-57-354
Валентина,Гордієнко,valentyna.hordiyenko13@student.org,2005,3,2,TNX-67,51.86,38(068)49-76-429
Алла,Авраменко,alla.avramenko30@student.org,1996,6,2,JDY-13,48.88,38(095)60-80-304
Валентина,Іваненко,valentyna.ivanenko7@student.org,2001,4,9,ASX-54,55.14,38(063)37-71-371
Олена,Шевченко,olena.shevchenko24@student.org,2008,5,20,IMU-30,55.81,38(097)95-42-251
Сергій,Кузьменко,serhiy.kuzmenko14@student.org,1974,12,11,KPI-76,37.03,38(050)28-23-242
Павло,Гордієнко,pavlo.hordiyenko26@student.org,1978,6,11,UYY-56,2.11,38(099)69-71-132
Андрій,Білоус,andriy.bilous34@student.org,1962,5,23,PDK-73,12.04,38(050)92-30-185
Світлана,Шаповал,svitlana.shapoval31@student.org,1971,9,6,TOS-69,88.52,38(066)79-96-486
Федір,Левченко,fedir.levchenko37@student.org,2001,4,19,BHH-22,29.13,38(067)73-72-970
Ігор,Савченко,ihor.savchenko7@student.org,1954,3,6,LIM-61,32.72,38(095)23-80-676
Остап,Лебедь,ostap.lebed33@student.org,1966,4,19,BSK-24,80.13,38(067)49-41-371
Надія,Кузьменко,nadiya.kuzmenko17@student.org,2003,6,2,SUH-39,63.78,38(068)27-23-886
Юрій,Петренко,yuriy.petrenko14@student.org,1998,6,19,DEP-23,96.5,38(099)27-44-670
