m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Володимир,Козлов,volodymyr.kozlov22@student.org,1998,2,11,CZT-77,34.43,38(063)77-52-538
Наталія,Цимбал,nataliya.tsymbal38@student.org,1955,8,6,CGV-49,57.53,38(095)72-35-498
Оксана,Гайдук,oksana.hayduk1@student.org,2010,3,4,AEX-52,26.55,38(066)53-87-375
Тарас,Зайцев,taras.zaytsev3@student.org,1985,8,21,URC-81,14.66,38(068)72-25-299
Юрій,Никоненко,yuriy.nykonenko33@student.org,1980,7,2,KXZ-95,8.42,38(066)21-43-956
Наталія,Цимбал,nataliya.tsymbal32@student.org,1974,12,3,KHV-79,32.93,38(093)11-50-110
Тетяна,Михайленко,tetyana.mykhaylenko23@student.org,1974,4,24,GUB-39,82.95,38(095)42-20-611
Юлія,Скрипка,yuliya.skrypka14@student.org,1987,10,12,CYR-32,31.85,38(097)88-11-924
Олена,Дорошенко,olena.doroshenko24@student.org,1961,4,18,OUW-61,26.15,38(096)52-49-689
Володимир,Дорошенко,volodymyr.doroshenko10@student.org,1997,9,11,OCH-78,27.21,38(093)60-26-358
Роман,Гордієнко,roman.hordiyenko6@student.org,1975,10,26,CHH-90,11.83,38(066)58-16-455
Сергій,Савченко,serhiy.savchenko17@student.org,1964,9,20,YPB-59,94.51,38(099)26-84-531
Станіслав,Зайцев,stanislav.zaytsev3@student.org,1989,7,30,SCK-11,54.95,38(098)46-25-682
Андрій,Зайцев,andriy.zaytsev18@student.org,1973,8,28,RLP-58,37.41,38(063)90-55-276
Михайло,Кузьменко,mykhaylo.kuzmenko5@student.org,1980,11,29,LQS-11,92.76,38(095)64-23-902
Вікторія,Білоус,viktoriya.bilous14@student.org,1954,12,20,BHV-24,0.19,38(096)36-11-761
Валентина,Савченко,valentyna.savchenko@student.org,1965,6,30,UVC-75,57.2,38(050)83-98-761
Наталія,Демченко,nataliya.demchenko37@student.org,1960,11,17,GDE-63,56.69,38(073)81-86-803
Раїса,Лисенко,rayisa.lysenko37@student.org,1994,5,31,XBS-13,89.88,38(050)14-91-749
Дмитро,Захарченко,dmytro.zakharchenko18@student.org,1960,2,8,LTH-56,95.5,38(067)40-94-582
Станіслав,Гончаренко,stanislav.honcharenko10@student.org,1953,1,13,NRK-76,80.58,38(073)53-92-212
Роман,Стельмах,roman.stelmakh30@student.org,1987,9,5,ATH-73,33.26,38(068)17-20-126
Володимир,Лисенко,volodymyr.lysenko@student.org,1985,11,12,GTU-63,13.84,38(063)55-16-550
Наталія,Захарченко,nataliya.zakharchenko1@student.org,2002,1,6,SHC-32,7.38,38(067)50-55-226
Людмила,Кравченко,lyudmyla.kravchenko7@student.org,1989,10,19,HOX-73,42.44,38(093)78-58-149
Інна,Поліщук,inna.polishchuk6@student.org,1974,10,19,EZR-42,52.21,38(097)33-80-855
Анна,Лисенко,anna.lysenko20@student.org,1967,8,30,EZL-60,74.54,38(099)19-76-694
Андрій,Шаповал,andriy.shapoval17@student.org,1962,4,3,FNY-72,64.03,38(050)31-96-741
Василь,Цимбал,vasyl.tsymbal11@student.org,1986,10,10,LIU-18,36.66,38(073)66-52-878
Ярослав,Демченко,yaroslav.demchenko14@student.org,1967,11,18,YQN-19,36.52,38(068)54-64-643
Артем,Коваль,artem.koval6@student.org,1964,11,29,QQI-98,59.38,38(068)57-11-441
Станіслав,Коваль,stanislav.koval14@student.org,1969,2,24,UTB-40,92.21,38(099)66-83-558
Олександр,Литвин,oleksandr.lytvyn24@student.org,2007,12,8,BJA-33,51.11,38(066)23-30-745
Дмитро,Ковальчук,dmytro.kovalchuk15@student.org,1979,12,29,KNX-62,68.81,38(073)42-59-279
Павло,Никоненко,pavlo.nykonenko37@student.org,1970,8,6,IGJ-98,20.72,38(066)49-65-815
Максим,Лисенко,maksym.lysenko44@student.org,1962,8,23,YIA-43,51.95,38(050)62-14-653
Володимир,Шевченко,volodymyr.shevchenko6@student.org,1973,8,8,BHQ-37,44.16,38(097)59-96-679
Костянтин,Демченко,kostyantyn.demchenko22@student.org,1983,8,14,VCU-53,20.27,38(099)66-77-431
Тетяна,Коваль,tetyana.koval2@student.org,2004,7,12,JSY-75,30.81,38(095)79-65-498
Валентина,Гончаренко,valentyna.honcharenko40@student.org,2005,3,29,GZM-18,53.67,38(096)98-57-504
Віталій,Гончаренко,vitaliy.honcharenko28@student.org,1971,2,15,YJP-43,92.18,38(068)11-96-157
Ігор,Дорошенко,ihor.doroshenko6@student.org,1991,11,4,LMA-21,61.3,38(097)96-93-140
Роман,Поліщук,roman.polishchuk14@student.org,1973,4,28,KWK-69,67.55,38(073)92-71-980
Лілія,Гончаренко,liliya.honcharenko15@student.org,1987,4,21,BNS-92,75.82,38(095)85-13-783
Надія,Ковальчук,nadiya.kovalchuk17@student.org,1996,7,3,EPC-10,65.8,38(063)51-91-296
Лариса,Зайцев,larysa.zaytsev2@student.org,2008,4,17,XPH-46,71.59,38(096)56-96-525
Вера,Новік,vera.novik32@student.org,1960,8,2,OZL-65,79.1,38(063)43-66-110
Галина,Ткаченко,halyna.tkachenko16@student.org,1969,3,4,GII-95,38.26,38(096)69-81-198
Костянтин,Левченко,kostyantyn.levchenko5@student.org,1987,9,2,GLK-36,72.59,38(063)46-44-937
Костянтин,Ткаченко,kostyantyn.tkachenko20@student.org,1954,6,22,VDX-53,30.54,38(098)20-85-232
Галина,Гайдук,halyna.hayduk15@student.org,1950,3,18,FIC-58,2.64,38(063)79-78-288
Катерина,Костенко,kateryna.kostenko1@student.org,1989,9,1,HKN-68,21.2,38(099)66-48-809
Наталія,Омельченко,nataliya.omelchenko6@student.org,1988,6,13,TUT-82,75.06,38(098)47-81-365
Людмила,Лебедь,lyudmyla.lebed12@student.org,1987,8,31,KUD-36,25.35,38(099)10-56-361
Світлана,Коваленко,svitlana.kovalenko24@student.org,1990,9,11,PQW-80,66.88,38(067)96-37-705
Тарас,Білоус,taras.bilous28@student.org,1954,2,18,GOA-66,52.65,38(068)90-13-430
Тетяна,Шевчук,tetyana.shevchuk8@student.org,1985,8,27,TGV-52,94.69,38(068)51-31-821
Павло,Мельник,pavlo.melnyk22@student.org,1982,4,29,WZA-23,65.53,38(066)47-84-752
Сергій,Козлов,serhiy.kozlov17@student.org,1999,10,21,DPM-76,85.96,38(066)55-70-659
Роман,Дорошенко,roman.doroshenko13@student.org,2008,7,13,UKC-88,65.91,38(097)59-91-474
Лілія,Поліщук,liliya.polishchuk31@student.org,1987,9,26,MGH-35,28.89,38(096)80-69-300
Богдан,Шаповал,bohdan.shapoval34@student.org,1983,4,2,VJV-26,43.56,38(068)45-95-875
Світлана,Гриценко,svitlana.hrytsenko26@student.org,1975,11,11,IRS-63,23.69,38(095)43-62-393
Ірина,Ткаченко,iryna.tkachenko21@student.org,1963,11,12,PDK-20,5.73,38(098)26-90-971
Роман,Павленко,roman.pavlenko89@student.org,1988,8,29,KDT-98,26.95,38(066)20-53-221
Надія,Бойко,nadiya.boyko7@student.org,1995,8,21,XML-35,15.25,38(097)65-63-264
Вікторія,Коваль,viktoriya.koval32@student.org,1976,7,28,QPU-55,97.61,38(068)60-23-911
Вікторія,Левченко,viktoriya.levchenko23@student.org,1963,4,11,AKZ-13,91.52,38(063)25-80-525
Катерина,Мельник,kateryna.melnyk28@student.org,2009,8,16,ARZ-63,16.04,38(097)44-18-946
Світлана,Павленко,svitlana.pavlenko28@student.org,1976,8,27,OIO-66,61.83,38(093)70-16-548
Анна,Шаповал,anna.shapoval11@student.org,1960,5,29,WCY-53,65.44,38(066)58-34-390
Павло,Костенко,pavlo.kostenko14@student.org,1969,6,6,AJS-23,95.32,38(073)43-50-936
Світлана,Ковальчук,svitlana.kovalchuk34@student.org,1950,7,29,QDV-62,96.51,38(095)14-51-704
Артем,Зайцев,artem.zaytsev3@student.org,1991,11,27,HGJ-39,3.65,38(063)89-10-747
Віталій,Гончаренко,vitaliy.honcharenko12@student.org,2008,3,21,NLY-95,84.58,38(068)74-17-346
Остап,Костенко,ostap.kostenko40@student.org,1981,4,21,SJL-57,63.91,38(050)63-89-278
Вера,Никоненко,vera.nykonenko16@student.org,1982,7,29,VOW-77,72.46,38(063)25-59-895
Денис,Левченко,denys.levchenko35@student.org,1974,6,2,UHB-87,92.49,38(095)90-70-393
Павло,Петренко,pavlo.petrenko25@student.org,1961,4,25,RSL-29,77.65,38(097)81-89-221
Костянтин,Лисенко,kostyantyn.lysenko22@student.org,1987,4,9,GCF-89,28.87,38(050)27-43-821
Станіслав,Король,stanislav.korol20@student.org,1956,6,7,EZK-31,20.45,38(096)11-30-947
Петро,Авраменко,petro.avramenko28@student.org,1998,8,19,JVD-39,51.3,38(099)77-73-346
Надія,Бойко,nadiya.boyko1@student.org,1973,2,21,BMX-26,71.84,38(098)29-72-795
Денис,Макаренко,denys.makarenko20@student.org,1985,4,7,ZUM-66,57.71,38(073)10-72-843
Лілія,Петренко,liliya.petrenko28@student.org,1971,2,12,HCL-58,99.09,38(099)26-37-213
Максим,Савченко,maksym.savchenko9@student.org,1992,7,25,AKQ-58,13.85,38(073)98-84-284
Інна,Новік,inna.novik10@student.org,1978,7,10,BFQ-81,56.11,38(098)65-89-736
Петро,Шаповал,petro.shapoval33@student.org,1975,5,25,KZC-19,10.23,38(099)59-17-245
Любов,Захарченко,lyubov.zakharchenko16@student.org,1982,9,15,VLU-82,86.71,38(068)51-32-705
Євгенія,Михайленко,yevheniya.mykhaylenko13@student.org,1995,10,8,JQW-87,96.72,38(063)99-15-768
Ігор,Гайдук,ihor.hayduk9@student.org,1974,6,16,RSV-65,23.43,38(097)59-29-863
Валентина,Василенко,valentyna.vasylenko21@student.org,1964,2,24,ZNS-99,40.09,38(066)35-89-171
Катерина,Демченко,kateryna.demchenko42@student.org,1984,8,8,RHT-49,67.25,38(096)25-74-640
Ірина,Білоус,iryna.bilous31@student.org,1984,10,12,FRF-29,46.79,38(050)67-33-567
Валентина,Зайцев,valentyna.zaytsev43@student.org,1960,4,16,IXL-95,80.03,38(067)46-52-588
Петро,Дорошенко,petro.doroshenko18@student.org,1963,10,8,RPO-79,97.18,38(066)91-68-177
Любов,Гайдук,lyubov.hayduk35@student.org,2010,9,13,TGD-82,41.55,38(067)38-69-239
Тарас,Павленко,taras.pavlenko15@student.org,1966,7,14,GHA-14,14.62,38(099)18-95-165
Федір,Омельченко,fedir.omelchenko22@student.org,1979,12,9,WCA-36,61.14,38(099)63-64-803
Іван,Петренко,ivan.petrenko26@student.org,1960,5,19,ABY-41,67.15,38(099)29-75-394
Раїса,Павленко,rayisa.pavlenko18@student.org,1995,6,23,ZWQ-41,87.56,38(096)28-35-327
Артем,Ткаченко,artem.tkachenko13@student.org,1974,5,6,KOI-31,51.77,38(098)51-94-768
Максим,Мельник,maksym.melnyk2@student.org,1977,10,4,KHT-45,62.65,38(096)10-71-939
Юрій,Новік,yuriy.novik26@student.org,2009,3,5,NIN-32,96.63,38(063)70-85-549
Денис,Михайленко,denys.mykhaylenko12@student.org,1968,5,29,CSZ-46,21.77,38(066)35-35-655
Надія,Марченко,nadiya.marchenko27@student.org,1972,11,9,AKQ-58,23.22,38(063)33-56-818
Тарас,Марченко,taras.marchenko23@student.org,1982,1,17,BPE-62,56.65,38(073)17-89-201
Богдан,Литвин,bohdan.lytvyn@student.org,1973,11,30,KZR-75,47.3,38(099)31-24-354
Василь,Павленко,vasyl.pavlenko@student.org,1970,3,16,WRI-10,2.51,38(099)37-47-512
Дмитро,Макаренко,dmytro.makarenko1@student.org,1994,9,8,QUZ-22,75.48,38(095)82-10-901
Олена,Авраменко,olena.avramenko28@student.org,1986,6,12,JBK-13,44.89,38(073)93-86-988
Сергій,Гриценко,serhiy.hrytsenko10@student.org,1967,10,29,WLL-85,5.41,38(097)36-33-641
Станіслав,Савченко,stanislav.savchenko13@student.org,2006,3,27,BIP-34,8.24,38(050)22-49-773
Володимир,Гладко,volodymyr.hladko33@student.org,1972,6,23,PDK-73,8.75,38(095)44-46-174
Анна,Михайленко,anna.mykhaylenko2@student.org,2005,7,2,RHT-52,52.37,38(073)35-89-131
Любов,Гордієнко,lyubov.hordiyenko19@student.org,2000,2,1,EPM-84,43.67,38(099)20-95-574
Андрій,Білоус,andriy.bilous24@student.org,1961,8,9,LEL-81,38.86,38(068)32-62-304
Ігор,Омельченко,ihor.omelchenko9@student.org,1956,1,5,QTP-13,19.81,38(067)88-26-211
Віктор,Ковальчук,viktor.kovalchuk15@student.org,1996,10,31,KPI-76,74.47,38(099)54-25-689
Лариса,Демченко,larysa.demchenko3@student.org,1954,5,22,BUL-27,64.37,38(067)26-65-325
Євгенія,Омельченко,yevheniya.omelchenko34@student.org,1952,11,26,GFE-15,0.99,38(096)29-30-627
Ігор,Кузьменко,ihor.kuzmenko38@student.org,1992,10,19,QFF-24,35.48,38(095)40-46-404
Григорій,Новік,hryhoriy.novik36@student.org,1992,8,9,KZK-68,87.14,38(099)19-36-556
Євгенія,Цимбал,yevheniya.tsymbal31@student.org,1971,4,3,ASK-84,80.49,38(097)87-81-940
Андрій,Михайленко,andriy.mykhaylenko33@student.org,1960,8,25,OKS-97,73.17,38(099)82-74-472
Юлія,Кузьменко,yuliya.kuzmenko31@student.org,2009,11,16,LIZ-63,45.44,38(099)82-10-125
Ярослав,Литвин,yaroslav.lytvyn1@student.org,1965,5,10,TPG-62,55.77,38(050)76-37-632
Надія,Кузьменко,nadiya.kuzmenko35@student.org,1963,9,9,BRS-73,88.2,38(073)46-34-994
Алла,Новік,alla.novik25@student.org,1956,7,2,ZVA-10,62.94,38(099)22-93-134
Галина,Лисенко,halyna.lysenko30@student.org,1958,1,27,GCF-93,37.7,38(093)20-89-692
Сергій,Демченко,serhiy.demchenko33@student.org,2003,4,6,RWB-34,79.53,38(093)36-31-550
Олександр,Скрипка,oleksandr.skrypka4@student.org,2010,9,7,IOC-84,83.04,38(063)72-45-403
Федір,Авраменко,fedir.avramenko@student.org,1952,8,11,RQG-63,19.39,38(050)59-39-245
Ганна,Дорошенко,hanna.doroshenko12@student.org,2001,10,19,YZH-71,12.63,38(096)64-92-167
Ганна,Гладко,hanna.hladko35@student.org,1988,8,24,SJT-74,45.51,38(068)13-70-706
Денис,Бойко,denys.boyko30@student.org,1972,6,2,DZM-24,76.29,38(066)42-29-774
Олена,Новік,olena.novik31@student.org,1986,2,5,JCV-77,6.33,38(099)19-57-875
Павло,Никоненко,pavlo.nykonenko5@student.org,1997,3,20,YQR-91,44.45,38(098)59-50-303
Катерина,Захарченко,kateryna.zakharchenko27@student.org,2005,9,24,FUS-53,31.33,38(063)71-80-677
Олександр,Гриценко,oleksandr.hrytsenko32@student.org,1962,10,2,YQH-65,50.24,38(066)17-38-649
Тетяна,Білоус,tetyana.bilous32@student.org,1975,4,10,RBN-56,91.72,38(050)99-64-220
Артем,Іваненко,artem.ivanenko8@student.org,1951,2,18,YHV-97,8.39,38(098)26-31-567
Юрій,Гайдук,yuriy.hayduk34@student.org,1957,4,4,AKT-68,92.41,38(050)95-74-515
Алла,Авраменко,alla.avramenko38@student.org,1991,2,6,VLK-27,24.79,38(068)67-25-497
Юрій,Савченко,yuriy.savchenko33@student.org,1951,5,26,JYG-63,95.94,38(050)52-11-299
Олександр,Демченко,oleksandr.demchenko@student.org,1976,5,19,OGM-36,5.68,38(095)83-21-430
Алла,Марченко,alla.marchenko38@student.org,1953,4,22,ZGK-45,66.69,38(066)19-61-736
Анна,Король,anna.korol19@student.org,1992,8,13,IDF-74,11.68,38(099)39-89-477
Володимир,Савченко,volodymyr.savchenko31@student.org,1995,7,14,RQG-36,0.28,38(099)79-96-488
Остап,Скрипка,ostap.skrypka5@student.org,1987,10,28,ZOB-27,75.25,38(093)99-78-909
Марія,Лебедь,mariya.lebed19@student.org,2005,7,13,TOS-69,11.31,38(095)36-74-255
Вера,Гордієнко,vera.hordiyenko20@student.org,1980,12,30,XPL-24,9.53,38(050)45-83-534
Тарас,Литвин,taras.lytvyn9@student.org,1989,3,7,MZF-64,75.84,38(093)10-27-183
Роман,Дорошенко,roman.doroshenko9@student.org,1975,4,10,IRD-23,64.0,38(098)74-99-782
Людмила,Михайленко,lyudmyla.mykhaylenko22@student.org,1964,1,19,QQY-15,26.66,38(073)56-75-354
Інна,Лисенко,inna.lysenko22@student.org,1971,11,25,BNS-92,79.08,38(095)55-75-555
Ігор,Павленко,ihor.pavlenko2@student.org,1965,6,8,DEG-17,31.75,38(096)34-15-848
Сергій,Шевченко,serhiy.shevchenko30@student.org,1985,11,28,QZF-61,83.12,38(099)43-39-943
Раїса,Рибак,rayisa.rybak22@student.org,1989,10,12,CGY-56,76.72,38(096)56-26-805
Віктор,Михайленко,viktor.mykhaylenko1@student.org,1974,9,22,GXM-49,21.88,38(063)35-72-477
Олеся,Шевчук,olesya.shevchuk4@student.org,1966,8,6,RDF-13,86.5,38(050)71-21-356
Раїса,Ковальчук,rayisa.kovalchuk6@student.org,2003,5,24,DZQ-44,59.38,38(095)29-25-195
Валентина,Лисенко,valentyna.lysenko28@student.org,1986,5,28,IFE-11,98.77,38(099)91-90-371
Анна,Козлов,anna.kozlov10@student.org,2003,11,21,QPN-10,90.32,38(096)46-77-270
Роман,Дорошенко,roman.doroshenko26@student.org,1977,4,9,DTY-10,80.29,38(066)39-25-404
Галина,Руденко,halyna.rudenko3@student.org,1994,6,2,NFE-51,31.24,38(063)71-13-753
Євгенія,Іваненко,yevheniya.ivanenko14@student.org,1976,10,25,LOQ-90,50.5,38(066)32-70-478
Євгенія,Михайленко,yevheniya.mykhaylenko46@student.org,1997,5,30,RTU-72,11.46,38(073)46-54-153
Людмила,Руденко,lyudmyla.rudenko30@student.org,1985,5,27,MZD-38,78.12,38(096)89-59-652
Тарас,Литвин,taras.lytvyn34@student.org,1970,3,16,DLP-60,10.09,38(068)65-64-737
Тарас,Білоус,taras.bilous24@student.org,1978,10,13,NAW-33,34.43,38(066)85-35-314
Максим,Лисенко,maksym.lysenko48@student.org,1977,12,13,MYY-84,51.25,38(068)91-36-972
Олена,Скрипка,olena.skrypka16@student.org,1978,12,3,SDA-23,48.57,38(093)65-36-802
Раїса,Рибак,rayisa.rybak30@student.org,1993,10,2,LIM-61,47.08,38(096)24-67-619
Марія,Лебедь,mariya.lebed53@student.org,1971,10,10,JBI-43,88.59,38(097)78-38-859
Артем,Демченко,artem.demchenko28@student.org,1963,12,30,VHE-92,23.08,38(098)41-42-612
Олеся,Король,olesya.korol2@student.org,1993,10,10,SPO-68,83.94,38(093)20-74-802
Лілія,Михайленко,liliya.mykhaylenko22@student.org,2007,11,23,BHL-23,30.16,38(098)96-26-124
Світлана,Гончаренко,svitlana.honcharenko39@student.org,2010,5,2,RHB-17,89.87,38(095)49-12-259
Ярослав,Омельченко,yaroslav.omelchenko35@student.org,1961,11,13,WTN-34,20.92,38(097)92-19-779
Василь,Шевченко,vasyl.shevchenko13@student.org,1962,6,19,VBS-83,45.03,38(063)36-32-902
Інна,Шевченко,inna.shevchenko23@student.org,1963,9,8,HAF-32,25.8,38(095)79-47-851
Олеся,Шевчук,olesya.shevchuk12@student.org,1979,1,4,HJF-19,2.82,38(068)24-31-434
Ярослав,Демченко,yaroslav.demchenko4@student.org,1984,5,16,UVC-75,4.54,38(097)47-87-448
Оксана,Гордієнко,oksana.hordiyenko6@student.org,1959,1,8,CSD-51,99.48,38(068)29-84-801
Костянтин,Коваль,kostyantyn.koval7@student.org,1955,5,29,JIZ-45,16.08,38(096)18-71-638
Андрій,Дорошенко,andriy.doroshenko14@student.org,1964,7,23,VVM-40,12.18,38(098)94-63-361
Богдан,Захарченко,bohdan.zakharchenko25@student.org,2008,7,26,ECM-82,33.17,38(068)15-94-706
Олена,Козлов,olena.kozlov14@student.org,2004,6,1,BXO-83,95.3,38(098)56-20-342
Павло,Авраменко,pavlo.avramenko25@student.org,1968,12,8,IPH-66,21.68,38(096)15-95-908
Костянтин,Кравченко,kostyantyn.kravchenko24@student.org,2006,8,20,PRU-74,26.35,38(098)54-68-297
Максим,Лебедь,maksym.lebed18@student.org,1951,12,16,CZT-77,62.04,38(063)65-86-437
Роман,Рибак,roman.rybak51@student.org,1983,8,26,DHS-92,6.87,38(098)80-58-697
Олеся,Цимбал,olesya.tsymbal8@student.org,1951,6,15,MGB-68,99.2,38(067)24-24-915
Костянтин,Кузьменко,kostyantyn.kuzmenko24@student.org,1954,7,1,QYI-65,41.74,38(068)83-13-346
Ірина,Ковальчук,iryna.kovalchuk2@student.org,1977,12,1,BGV-92,10.21,38(050)53-29-531
Тетяна,Руденко,tetyana.rudenko15@student.org,1957,6,30,DLP-60,5.01,38(095)54-11-963
Федір,Коваленко,fedir.kovalenko29@student.org,1983,9,12,BEQ-47,10.06,38(067)30-73-601
Ярослав,Демченко,yaroslav.demchenko20@student.org,1954,12,2,ICG-54,6.31,38(068)62-65-334
Надія,Савченко,nadiya.savchenko6@student.org,1982,9,19,KFJ-57,90.83,38(063)11-48-331
Оксана,Захарченко,oksana.zakharchenko5@student.org,1992,10,9,CTR-92,65.93,38(066)24-99-916
Володимир,Захарченко,volodymyr.zakharchenko28@student.org,1961,1,28,TCE-54,42.49,38(096)32-77-223
Роман,Панченко,roman.panchenko21@student.org,2008,8,8,JAX-82,64.08,38(066)93-12-140
Остап,Руденко,ostap.rudenko38@student.org,1967,2,2,VTV-25,78.69,38(093)95-49-276
Григорій,Гриценко,hryhoriy.hrytsenko40@student.org,1958,2,26,TPZ-52,12.61,38(098)78-84-647
Олена,Демченко,olena.demchenko10@student.org,1992,5,26,BWW-44,46.07,38(066)31-43-325
Любов,Левченко,lyubov.levchenko35@student.org,1972,4,19,DOJ-88,96.97,38(067)25-51-200
Наталія,Никоненко,nataliya.nykonenko25@student.org,1953,12,10,HOX-73,55.44,38(097)72-39-533
Ганна,Никоненко,hanna.nykonenko40@student.org,1984,4,16,VJP-18,48.98,38(098)32-84-536
Тетяна,Авраменко,tetyana.avramenko2@student.org,1974,2,25,SBD-69,24.65,38(096)27-47-810
Катерина,Павленко,kateryna.pavlenko2@student.org,2001,5,11,VAT-70,84.9,38(096)31-12-400
Наталія,Панченко,nataliya.panchenko15@student.org,1965,6,14,SDV-49,25.3,38(066)14-84-601
Ігор,Павленко,ihor.pavlenko1@student.org,2004,11,1,RQL-70,69.38,38(096)81-15-905
Тетяна,Зайцев,tetyana.zaytsev31@student.org,1992,12,13,SAY-79,65.85,38(066)85-80-441
Михайло,Петренко,mykhaylo.petrenko16@student.org,1959,12,1,FNN-37,48.62,38(099)44-47-608
Надія,Лисенко,nadiya.lysenko27@student.org,2005,1,9,WGZ-85,57.01,38(073)61-22-802
Богдан,Шаповал,bohdan.shapoval26@student.org,1994,9,2,UYT-32,37.8,38(096)42-42-932
Павло,Кузьменко,pavlo.kuzmenko23@student.org,1957,11,25,CGC-18,69.04,38(073)44-67-704
Олеся,Шевчук,olesya.shevchuk5@student.org,2002,2,9,SPL-62,59.21,38(050)98-63-190
Віктор,Василенко,viktor.vasylenko32@student.org,2004,2,16,XDK-20,72.27,38(068)66-34-347
Федір,Ткаченко,fedir.tkachenko22@student.org,1987,10,9,DPD-77,12.9,38(098)98-62-770
Станіслав,Костенко,stanislav.kostenko29@student.org,1967,2,18,ZGH-40,57.86,38(073)34-61-860
Лариса,Скрипка,larysa.skrypka30@student.org,2007,5,12,WYD-69,56.54,38(099)34-74-285
Олександр,Іваненко,oleksandr.ivanenko31@student.org,1988,2,10,DCH-51,39.37,38(050)63-37-199
Василь,Омельченко,vasyl.omelchenko34@student.org,1964,10,21,DSA-73,16.45,38(095)86-80-921
Роман,Кузьменко,roman.kuzmenko49@student.org,1973,5,27,ASQ-34,50.59,38(096)97-99-165
Павло,Шевченко,pavlo.shevchenko14@student.org,1958,3,25,RBG-85,10.98,38(095)75-68-607
Петро,Коваль,petro.koval29@student.org,1984,7,23,YWM-60,27.95,38(098)27-36-469
Олеся,Лебедь,olesya.lebed12@student.org,1966,8,12,TSJ-44,98.44,38(098)27-12-929
Павло,Романенко,pavlo.romanenko11@student.org,1958,12,1,RVP-22,93.26,38(066)39-21-758
Світлана,Демченко,svitlana.demchenko36@student.org,1995,3,30,IJH-38,20.81,38(050)13-89-652
Петро,Шаповал,petro.shapoval2@student.org,1986,10,23,VGZ-53,37.13,38(093)89-12-526
Андрій,Зайцев,andriy.zaytsev34@student.org,2010,6,11,BTM-61,22.62,38(099)32-59-500
Світлана,Гайдук,svitlana.hayduk41@student.org,2007,3,1,UDU-41,57.04,38(099)27-12-870
Григорій,Ткаченко,hryhoriy.tkachenko9@student.org,1990,10,13,WTN-34,72.28,38(095)20-71-424
Андрій,Левченко,andriy.levchenko33@student.org,1957,12,21,SDU-90,12.02,38(096)98-53-150
Олена,Макаренко,olena.makarenko25@student.org,1986,2,24,WCR-11,51.79,38(097)79-92-864
Ірина,Гладко,iryna.hladko11@student.org,1996,3,10,DBZ-92,36.96,38(066)75-96-948
Григорій,Авраменко,hryhoriy.avramenko24@student.org,1955,2,23,YIA-43,80.3,38(098)44-87-691
Ігор,Новік,ihor.novik20@student.org,1998,10,28,ZSR-39,60.96,38(068)95-61-665
Інна,Коваленко,inna.kovalenko36@student.org,1973,10,7,TTY-83,93.82,38(067)62-66-868
Андрій,Марченко,andriy.marchenko28@student.org,2002,4,30,GAK-47,61.64,38(099)24-59-924
Олександр,Гордієнко,oleksandr.hordiyenko37@student.org,2001,11,22,WMR-86,95.7,38(063)50-33-168
Дмитро,Романенко,dmytro.romanenko12@student.org,1975,2,3,BQX-91,87.09,38(099)19-30-966
Оксана,Савченко,oksana.savchenko30@student.org,1982,12,5,KQQ-67,81.84,38(098)29-67-540
Вера,Руденко,vera.rudenko8@student.org,1953,10,6,ZZR-61,61.59,38(096)64-82-888
Вера,Захарченко,vera.zakharchenko9@student.org,1995,4,6,KVM-41,93.72,38(097)74-31-873
Богдан,Мельник,bohdan.melnyk32@student.org,1968,1,31,UAB-95,34.08,38(067)33-90-887
Алла,Никоненко,alla.nykonenko25@student.org,1964,12,14,WYP-81,60.88,38(066)81-21-487
Олександр,Руденко,oleksandr.rudenko23@student.org,1992,3,5,GYI-25,58.52,38(093)18-70-546
Лілія,Кравченко,liliya.kravchenko24@student.org,1956,3,31,SQW-75,72.39,38(073)41-53-257
Олена,Демченко,olena.demchenko28@student.org,1988,2,25,LJF-34,26.62,38(067)41-82-571
Надія,Гриценко,nadiya.hrytsenko6@student.org,1993,5,18,MYY-65,17.91,38(093)16-65-563
Григорій,Лисенко,hryhoriy.lysenko20@student.org,2001,12,31,JZN-53,45.92,38(096)73-50-879
Інна,Кравченко,inna.kravchenko23@student.org,1983,9,25,YVC-86,27.16,38(095)20-49-446
Алла,Никоненко,alla.nykonenko23@student.org,2000,7,26,FVG-62,74.26,38(093)44-31-740
Сергій,Гайдук,serhiy.hayduk@student.org,1952,1,13,AEC-17,4.76,38(093)17-30-185
Анна,Левченко,anna.levchenko14@student.org,1997,2,8,CTV-54,41.42,38(067)36-19-394
Олеся,Рибак,olesya.rybak39@student.org,1964,4,29,ADY-59,82.69,38(073)71-91-607
Роман,Савченко,roman.savchenko55@student.org,1952,8,11,GNM-37,77.85,38(097)79-18-796
Юрій,Романенко,yuriy.romanenko14@student.org,2008,4,3,ZSP-56,92.89,38(098)98-38-664
Богдан,Никоненко,bohdan.nykonenko2@student.org,1999,12,26,TBR-14,26.14,38(097)43-46-829
Катерина,Лебедь,kateryna.lebed9@student.org,1964,9,26,ACQ-58,5.79,38(095)76-34-498
Ігор,Білоус,ihor.bilous27@student.org,1954,10,22,EBW-43,14.46,38(067)96-42-247
Людмила,Лебедь,lyudmyla.lebed18@student.org,1989,9,27,ROJ-32,55.32,38(099)28-57-624
